project,technologies
Alamofire,"['github funding', 'github issues', 'github-action', 'jazzy']"
cloudreve,"['azure pipelines', 'docker', 'docker-compose', 'github', 'github funding', 'goreleaser']"
ComfyUI,"['django', 'github issues', 'github-action', 'poetry']"
openjdk_jdk,"['github-action', 'maven']"
nanoid,"['github funding', 'github-action', 'npm', 'pnpm']"
graphql-js,"['babel', 'codecov', 'cspell', 'deno', 'eslint', 'github-action', 'mocha', 'npm', 'tsconfig', 'vercel']"
egui,"['cargo', 'clippy', 'github-action', 'lychee', 'typos', 'vscode']"
deno,"['cargo', 'clippy', 'deno', 'devcontainer', 'docker', 'github issues', 'github-action', 'rust', 'rustfmt']"
lutzroeder_netron,"['github-action', 'npm', 'poetry', 'vscode']"
redisson,"['dependabot', 'github issues', 'github-action', 'maven', 'spring']"
gkd,"['android', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper']"
js-cookie,"['dependabot', 'devcontainer', 'docker', 'github-action', 'npm', 'vscode']"
pytorch-lightning,"['codecov', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'poetry', 'pre-commit', 'readthedocs']"
starship,"['cargo', 'clippy', 'codecov', 'crowdin', 'github funding', 'github issues', 'github-action', 'rustfmt', 'typos']"
testify,"['dependabot', 'github-action']"
wekan_wekan,"['dependabot', 'devcontainer', 'docker', 'docker-compose', 'eslint', 'github funding', 'github-action', 'gitpod', 'npm', 'snapscraft', 'travis', 'vscode']"
badges_shields,"['dependabot', 'devcontainer', 'docker', 'eslint', 'flyio', 'github funding', 'github issues', 'github-action', 'mocha', 'npm', 'prettier', 'vscode']"
polars,"['cargo', 'clippy', 'codecov', 'dependabot', 'github', 'github funding', 'github issues', 'github-action', 'mkdocs', 'poetry', 'rust', 'rustfmt', 'typos']"
localstack,"['dependabot', 'docker', 'docker-compose', 'github', 'github funding', 'github issues', 'github-action', 'mypy', 'poetry', 'pre-commit']"
mpv,"['github issues', 'github-action', 'poetry', 'pre-commit', 'swiftlint']"
kit,"['changesets', 'github funding', 'github issues', 'github-action', 'npm', 'pnpm', 'renovate', 'tsconfig']"
terraform,"['codecov', 'dependabot', 'docker', 'github issues', 'github-action', 'npm', 'vercel']"
pingora,"['cargo', 'clippy', 'docker', 'github-action', 'rustfmt']"
guava,"['dependabot', 'github issues', 'github-action', 'maven', 'maven-wrapper']"
cadvisor,"['docker', 'github-action', 'golangci-lint', 'kubernetes', 'snapscraft']"
opentofu,"['ansible-playbook', 'codecov', 'devcontainer', 'docker', 'docker compose', 'docker-compose', 'github issues', 'github-action', 'golangci-lint', 'goreleaser', 'npm']"
autocomplete,"['dependabot', 'devcontainer', 'docker', 'github funding', 'github issues', 'github-action', 'npm', 'pnpm', 'tsconfig', 'vscode']"
react-native-web,"['github', 'github issues', 'github-action', 'npm']"
HikariCP,"['circleci', 'codecov', 'github-action', 'maven']"
flask,"['devcontainer', 'github issues', 'github-action', 'poetry', 'pre-commit', 'readthedocs']"
obsproject_obs-studio,"['cirrus', 'cmake', 'github funding', 'github-action', 'npm']"
kivy,"['django', 'github', 'github config', 'github funding', 'github-action', 'poetry', 'readthedocs', 'renovate']"
jsoncrack.com,"['docker', 'docker-compose', 'eslint', 'github issues', 'github-action', 'nginx', 'npm', 'pnpm', 'tsconfig']"
DoKit,"['android', 'flutter', 'gradle', 'gradle-wrapper', 'lerna', 'npm']"
vectordotdev_vector,"['buf', 'cargo', 'clippy', 'cross', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'kubernetes', 'npm', 'prettier', 'prometheus', 'rust', 'rustfmt', 'tsconfig']"
tinygrad,"['cargo', 'docker', 'github-action', 'mkdocs', 'mypy', 'pre-commit', 'ruff', 'rustfmt']"
tmux,"['github funding', 'github issues', 'github-action', 'travis']"
nowinandroid,"['android', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'renovate']"
backbone,"['bower', 'github funding', 'github issues', 'npm']"
graphql,"['cspell', 'docker', 'docker-compose', 'eslint', 'github issues', 'github-action', 'gitpod', 'knip', 'lerna', 'netlify', 'npm', 'prettier', 'renovate', 'tsconfig', 'vscode', 'yarn']"
KaTeX,"['codecov', 'dependabot', 'devcontainer', 'docker', 'github funding', 'github issues', 'github-action', 'gitpod', 'npm', 'renovate', 'tsconfig', 'vscode', 'yarn']"
Langchain-Chatchat,"['django', 'docker', 'docker compose', 'github-action', 'netlify', 'npm', 'poetry', 'renovate', 'tsconfig', 'vercel']"
vulhub,"['django', 'docker', 'docker-compose', 'elasticsearch', 'github funding', 'github-action', 'log4j', 'maven', 'nginx', 'npm', 'spring', 'zookeeper']"
gradle,"['android', 'dependabot', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'maven', 'maven-wrapper', 'spring']"
PostHog_posthog,"['apify', 'cargo', 'dependabot', 'devcontainer', 'django', 'docker', 'docker compose', 'docker-compose', 'eslint', 'github issues', 'github-action', 'mockery', 'mypy', 'npm', 'pnpm', 'poetry', 'tsconfig', 'turborepo', 'vscode']"
YesPlayMusic,"['docker', 'docker-compose', 'github-action', 'npm']"
bitcoin,"['appveyor', 'cargo', 'cirrus', 'cmake', 'github issues', 'github-action', 'travis', 'vcpkg']"
argoproj_argo-cd,"['codecov', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'golangci-lint', 'goreleaser', 'helm', 'kubernetes', 'mkdocs', 'mockery', 'npm', 'readthedocs', 'renovate', 'spring', 'swagger', 'tsconfig']"
jumpserver,"['ansible', 'ansible-playbook', 'django', 'docker', 'github', 'github issues', 'github-action', 'poetry', 'redis']"
redoc,"['docker', 'github-action', 'markdownlint', 'nginx', 'npm', 'swagger', 'tsconfig']"
dayjs,"['eslint', 'github funding', 'github-action', 'npm']"
flink,"['angular', 'azure pipelines', 'django', 'github-action', 'log4j', 'maven', 'maven-wrapper', 'npm', 'poetry', 'tox', 'tsconfig', 'zookeeper']"
gravitational_teleport,"['buf', 'cargo', 'cspell', 'dependabot', 'docker', 'github issues', 'github-action', 'golangci-lint', 'jekyll', 'kubernetes', 'npm', 'pnpm', 'rust', 'tsconfig', 'vscode']"
servers,"['docker', 'github-action', 'npm', 'poetry', 'tsconfig']"
Budibase_budibase,"['babel', 'docker', 'docker compose', 'docker-compose', 'github issues', 'github-action', 'helm', 'kubernetes', 'lerna', 'log4j', 'nginx', 'nodemon', 'npm', 'prettier', 'redis', 'tsconfig', 'vscode']"
aider,"['django', 'docker', 'fuel', 'github issues', 'github-action', 'jekyll', 'poetry', 'pre-commit']"
FastGPT,"['docker', 'docker compose', 'docker-compose', 'eslint', 'github issues', 'github-action', 'helm', 'kubernetes', 'npm', 'pnpm', 'tsconfig', 'vscode']"
uv,"['cargo', 'clippy', 'docker', 'github issues', 'github-action', 'mkdocs', 'poetry', 'pre-commit', 'ruff', 'rust', 'rustfmt', 'typos']"
diffusers,"['docker', 'github issues', 'github-action', 'poetry', 'typos']"
rembg,"['docker', 'docker-compose', 'github funding', 'github-action', 'markdownlint', 'poetry']"
helm,"['dependabot', 'github issues', 'github-action', 'golangci-lint']"
tesseract.js,"['babel', 'github funding', 'github-action', 'gitpod', 'npm']"
framework,"['docker-compose', 'github issues', 'github-action', 'npm']"
tabby,"['cargo', 'codecov', 'docker compose', 'docker-compose', 'eslint', 'github-action', 'gradle', 'gradle-wrapper', 'npm', 'pnpm', 'poetry', 'prettier', 'rustfmt', 'tsconfig', 'turborepo', 'vscode']"
curl,"['appveyor', 'circleci', 'dependabot', 'docker', 'github', 'github funding', 'github issues', 'github-action', 'renovate', 'reuse']"
acme.sh,"['docker', 'github funding', 'github-action']"
uni-app,"['apify', 'github issues', 'github-action', 'npm', 'pnpm', 'tsconfig', 'vscode']"
excalidraw,"['crowdin', 'docker', 'docker-compose', 'eslint', 'firebase', 'github funding', 'github-action', 'npm', 'tsconfig', 'vercel']"
delta,"['cargo', 'dependabot', 'github-action']"
quasarframework_quasar,"['android', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'npm', 'pnpm', 'prettier', 'tsconfig', 'vscode']"
vite,"['github issues', 'github-action', 'netlify', 'npm', 'pnpm', 'prettier', 'tsconfig', 'vscode']"
kubernetes_minikube,"['codecov', 'dependabot', 'docker', 'github issues', 'github-action', 'golangci-lint', 'markdownlint', 'netlify', 'npm']"
trpc,"['codecov', 'github', 'github funding', 'github issues', 'github-action', 'kodiak', 'lerna', 'npm', 'pnpm', 'renovate', 'tsconfig', 'turborepo', 'vercel', 'vscode']"
xxl-job,"['docker', 'github funding', 'github-action', 'maven', 'spring']"
sway,"['cargo', 'clippy', 'devcontainer', 'docker', 'github issues', 'github-action', 'markdownlint', 'rustfmt', 'typos', 'vscode']"
poetry,"['cirrus', 'dependabot', 'github issues', 'github-action', 'poetry', 'pre-commit']"
python-telegram-bot,"['codecov', 'dependabot', 'github', 'github issues', 'github-action', 'poetry', 'pre-commit', 'readthedocs']"
validator.js,"['bower', 'eslint', 'github funding', 'github-action', 'npm']"
microsoft_semantic-kernel,"['cspell', 'dependabot', 'devcontainer', 'django', 'docker-compose', 'github', 'github-action', 'mypy', 'npm', 'poetry', 'pre-commit', 'tsconfig', 'typos', 'vscode']"
v8,"['github', 'npm', 'tsconfig']"
koa,"['codecov', 'dependabot', 'github funding', 'github-action', 'npm']"
relay,"['cargo', 'clippy', 'crowdin', 'github', 'github-action', 'npm', 'rustfmt', 'tsconfig', 'vscode']"
black,"['dependabot', 'docker', 'github issues', 'github-action', 'poetry', 'pre-commit', 'prettier', 'readthedocs', 'tox']"
hosts,"['dependabot', 'docker', 'github config', 'github funding', 'github-action', 'npm']"
yoga,"['android', 'ansible-playbook', 'github-action', 'gradle', 'gradle-wrapper', 'npm', 'tsconfig', 'vscode']"
fyne,"['android', 'github funding', 'github issues', 'github-action']"
glide,"['android', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'renovate']"
refinedev_refine,"['changesets', 'github', 'github funding', 'github issues', 'github-action', 'helm', 'kubernetes', 'lerna', 'netlify', 'npm', 'pnpm', 'tsconfig', 'typos', 'vscode']"
meilisearch,"['cargo', 'cross', 'dependabot', 'docker', 'github issues', 'github-action', 'rust', 'rustfmt']"
highlight.js,"['dependabot', 'docker', 'github issues', 'github-action', 'mocha', 'npm', 'readthedocs', 'tsconfig']"
teable,"['codeclimate', 'crowdin', 'docker', 'docker compose', 'docker-compose', 'eslint', 'github funding', 'github-action', 'gitpod', 'npm', 'pnpm', 'tsconfig', 'vscode']"
Files,"['crowdin', 'dependabot', 'github funding', 'github issues', 'github-action']"
k9s,"['dependabot', 'docker', 'github funding', 'github-action', 'golangci-lint', 'goreleaser', 'helm', 'snapscraft', 'travis']"
Apollo-11,"['github', 'github-action', 'markdownlint', 'npm']"
apollo,"['docker', 'github', 'github funding', 'github-action', 'maven', 'maven-wrapper', 'spring']"
amark_gun,"['bower', 'docker', 'github funding', 'github-action', 'npm', 'travis', 'tsconfig']"
hackathon-starter,"['docker', 'docker-compose', 'github-action', 'npm']"
agentic,"['github', 'github-action', 'npm', 'pnpm', 'tsconfig', 'turborepo', 'vscode']"
pulumi,"['chart testing', 'codecov', 'devcontainer', 'django', 'docker', 'github-action', 'golangci-lint', 'goreleaser', 'npm', 'poetry', 'readthedocs', 'tsconfig', 'vscode']"
grpc_grpc,"['dependabot', 'docker', 'github', 'github-action', 'rubocop', 'ruff']"
timqian_chinese-independent-blogs,"['github funding', 'github-action', 'npm']"
diagrams,"['dependabot', 'devcontainer', 'docker', 'github-action', 'npm', 'poetry', 'pre-commit']"
focalboard,"['cypress', 'dependabot', 'docker', 'docker-compose', 'eslint', 'github-action', 'gitpod', 'golangci-lint', 'npm', 'prettier', 'stylelint', 'swagger', 'tsconfig', 'vscode']"
mypy,"['docker', 'github issues', 'github-action', 'poetry', 'pre-commit', 'readthedocs', 'tox']"
vscodium,"['dependabot', 'github-action', 'snapscraft']"
LightRAG,"['dependabot', 'docker', 'docker-compose', 'github issues', 'github-action', 'helm', 'kubernetes', 'npm', 'pre-commit', 'prettier', 'tsconfig']"
pytorch_pytorch,"['android', 'dependabot', 'devcontainer', 'django', 'docker', 'flyio', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'mypy', 'poetry', 'vscode']"
neon,"['ansible', 'cargo', 'clippy', 'docker', 'docker-compose', 'github', 'github issues', 'github-action', 'npm', 'poetry', 'rust', 'rustfmt']"
TriliumNext_trilium,"['ansible-playbook', 'docker', 'docker-compose', 'eslint', 'github funding', 'github issues', 'github-action', 'mkdocs', 'nginx', 'npm', 'pnpm', 'renovate', 'tsconfig', 'vscode']"
gitui,"['cargo', 'clippy', 'dependabot', 'github', 'github funding', 'github-action', 'rust', 'rustfmt', 'typos', 'vscode']"
RxJava,"['codecov', 'dependabot', 'github-action', 'gitpod', 'gradle', 'gradle-wrapper']"
logseq,"['android', 'babel', 'docker', 'github', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'npm', 'stylelint', 'tsconfig', 'typos']"
pyenv,"['dependabot', 'docker', 'github funding', 'github-action']"
uppy,"['angular', 'dependabot', 'docker', 'eslint', 'github issues', 'github-action', 'heroku', 'nodemon', 'npm', 'tsconfig', 'turborepo', 'vscode', 'yarn']"
SteamTools,"['crowdin', 'dependabot', 'github funding', 'github-action']"
pocketbase,"['github-action', 'goreleaser', 'npm']"
IOPaint,"['github funding', 'github issues', 'npm', 'tsconfig']"
AppFlowy-IO_AppFlowy,"['android', 'cargo', 'cargo-make', 'cspell', 'dependabot', 'docker', 'docker-compose', 'flutter', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'rust', 'rustfmt', 'vscode']"
open-webui_open-webui,"['dependabot', 'django', 'docker', 'docker compose', 'github funding', 'github issues', 'github-action', 'npm', 'poetry', 'tsconfig']"
pixijs,"['github', 'github funding', 'github issues', 'github-action', 'npm', 'tsconfig', 'tsdoc', 'vscode']"
laravel,"['github-action', 'npm']"
mybatis-3,"['ansible-playbook', 'github issues', 'github-action', 'maven', 'maven-wrapper', 'renovate']"
django,"['django', 'github funding', 'github-action', 'npm', 'poetry', 'pre-commit', 'readthedocs', 'tox']"
xterm.js,"['devcontainer', 'eslint', 'github issues', 'github-action', 'mocha', 'npm', 'tsconfig', 'vscode']"
openai-python,"['devcontainer', 'docker', 'github issues', 'github-action', 'mypy', 'poetry']"
diff-so-fancy,"['appveyor', 'circleci', 'github-action', 'npm', 'travis']"
Real-Time-Voice-Cloning,"['github-action', 'poetry']"
etcher,"['github-action', 'npm', 'tsconfig']"
phaserjs_phaser,"['eslint', 'github', 'github funding', 'github-action', 'gitpod', 'npm', 'travis', 'tsconfig']"
twenty,"['ansible-playbook', 'crowdin', 'docker', 'docker-compose', 'github', 'github-action', 'kubernetes', 'lerna', 'npm', 'tsconfig', 'vscode', 'yarn']"
facefusion,"['github funding', 'github-action', 'mypy']"
pdf.js,"['ansible-playbook', 'dependabot', 'github issues', 'github-action', 'jekyll', 'npm', 'tsconfig']"
bootstrap,"['cspell', 'dependabot', 'eslint', 'github', 'github issues', 'github-action', 'npm', 'prettier', 'stylelint', 'tsconfig', 'vscode']"
wezterm,"['cargo', 'cirrus', 'dependabot', 'github funding', 'github issues', 'github-action', 'rustfmt', 'stylua']"
Mobile-Security-Framework-MobSF,"['django', 'docker', 'docker-compose', 'github', 'github funding', 'github-action', 'nginx', 'poetry', 'tox']"
huginn,"['docker', 'docker-compose', 'github funding', 'github-action']"
redash,"['codecov', 'django', 'docker', 'github', 'github config', 'github-action', 'netlify', 'npm', 'poetry', 'pre-commit', 'tsconfig']"
eleventy,"['dependabot', 'github', 'github issues', 'github-action', 'npm', 'prettier', 'tsconfig']"
simple-icons,"['devcontainer', 'docker', 'github', 'github issues', 'github-action', 'lychee', 'markdownlint', 'npm', 'prettier']"
drawio-desktop,"['appveyor', 'github funding', 'github-action', 'npm', 'travis']"
node-red,"['dependabot', 'github issues', 'github-action', 'nodemon', 'npm']"
devdocs,"['docker', 'github', 'github issues', 'github-action', 'npm', 'renovate']"
lazygit,"['appveyor', 'codecov', 'deepsource', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'github', 'github funding', 'github-action', 'golangci-lint', 'goreleaser', 'jekyll', 'travis', 'vscode']"
memos,"['buf', 'dependabot', 'docker', 'github funding', 'github issues', 'github-action', 'golangci-lint', 'goreleaser', 'npm', 'pnpm', 'swagger', 'tsconfig']"
yfinance,"['dependabot', 'github funding', 'github issues', 'github-action', 'travis']"
react-redux,"['apify', 'codecov', 'eslint', 'github funding', 'github issues', 'github-action', 'netlify', 'npm', 'tsconfig', 'vscode', 'yarn']"
commander.js,"['dependabot', 'github funding', 'github-action', 'npm', 'tsconfig']"
bat,"['cargo', 'codecov', 'dependabot', 'github funding', 'github issues', 'github-action', 'rustfmt']"
numpy,"['azure pipelines', 'circleci', 'codecov', 'dependabot', 'devcontainer', 'github', 'github issues', 'github-action', 'poetry', 'ruff']"
RSSHub,"['codecov', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'flyio', 'github', 'github issues', 'github-action', 'gitpod', 'npm', 'pnpm', 'tsconfig', 'vercel']"
iTerm2-Color-Schemes,"['docker', 'flyio', 'poetry']"
core-js,"['github funding', 'github-action', 'npm']"
getsentry_sentry,"['codecov', 'dependabot', 'django', 'docker', 'github', 'github issues', 'github-action', 'npm', 'pnpm', 'poetry', 'pre-commit', 'tsconfig', 'vercel', 'vscode']"
SmartTube,"['android', 'github funding', 'github issues', 'gradle', 'gradle-wrapper']"
winutil,"['dependabot', 'github', 'github funding', 'github issues', 'github-action']"
barry-ran_QtScrcpy,"['github funding', 'github-action']"
pure,"['dependabot', 'github', 'github-action', 'npm']"
helix,"['cargo', 'dependabot', 'github funding', 'github issues', 'github-action', 'rust', 'rustfmt']"
Kingfisher,"['github funding', 'github-action']"
sops,"['dependabot', 'docker', 'github-action', 'goreleaser', 'rust']"
TDengine,"['appveyor', 'codecov', 'devcontainer', 'docker', 'docker-compose', 'github-action', 'maven', 'pre-commit', 'prometheus', 'taoskeeper', 'travis']"
matomo-org_matomo,"['bower', 'dependabot', 'github funding', 'github issues', 'github-action', 'npm', 'stylelint', 'travis', 'tsconfig']"
uptime-kuma,"['docker', 'docker-compose', 'github funding', 'github issues', 'github-action', 'npm', 'tsconfig']"
electron_electron,"['dependabot', 'devcontainer', 'docker-compose', 'eslint', 'github config', 'github issues', 'github-action', 'npm', 'tsconfig']"
Sortable,"['bower', 'circleci', 'npm']"
GSYVideoPlayer,"['android', 'github funding', 'github-action', 'gradle', 'gradle-wrapper', 'jitpack']"
react-bootstrap,"['codecov', 'github issues', 'github-action', 'npm', 'renovate', 'tsconfig']"
FastChat,"['docker', 'docker-compose', 'github-action', 'nginx', 'poetry']"
dapr,"['codecov', 'devcontainer', 'docker', 'github', 'github issues', 'github-action', 'golangci-lint', 'helm', 'prettier', 'swagger']"
flatbuffers,"['android', 'cargo', 'flutter', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'maven', 'npm', 'pnpm', 'snapscraft', 'tsconfig']"
pipenv,"['deepsource', 'docker', 'github funding', 'github-action', 'poetry', 'pre-commit', 'readthedocs']"
peft,"['docker', 'github', 'github issues', 'github-action', 'poetry', 'pre-commit']"
openzeppelin-contracts,"['changesets', 'codecov', 'github issues', 'github-action', 'netlify', 'npm', 'renovate']"
payloadcms_payload,"['dependabot', 'docker', 'docker-compose', 'github issues', 'github-action', 'npm', 'pnpm', 'prettier', 'tsconfig', 'turborepo', 'vercel', 'vscode']"
ladybird,"['android', 'cmake', 'dependabot', 'devcontainer', 'docker', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'poetry', 'pre-commit', 'vcpkg']"
seaweedfs,"['cargo', 'dependabot', 'docker', 'docker compose', 'docker-compose', 'github funding', 'github-action', 'helm', 'maven', 'prometheus', 'snapscraft', 'spring']"
cpython,"['dependabot', 'devcontainer', 'github', 'github issues', 'github-action', 'mypy', 'poetry', 'pre-commit', 'readthedocs', 'ruff']"
MiniCPM-o,"['docker', 'github issues', 'nginx', 'npm', 'pnpm', 'prettier', 'vscode']"
bazel,"['android', 'dependabot', 'github', 'github issues', 'github-action', 'gradle', 'maven', 'mkdocs', 'tox']"
excelize,"['dependabot', 'github funding', 'github issues', 'github-action']"
chroma,"['bandit', 'cargo', 'docker', 'docker compose', 'docker-compose', 'github issues', 'github-action', 'helm', 'jekyll', 'kubernetes', 'npm', 'pnpm', 'poetry', 'pre-commit', 'prettier', 'rust', 'rustfmt', 'taplo', 'tsconfig', 'vscode', 'yarn']"
calibre,"['django', 'github funding', 'github-action', 'poetry']"
netdata_netdata,"['ansible-playbook', 'cargo', 'chart testing', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'nginx', 'npm', 'redis', 'swagger']"
electron-react-boilerplate,"['github', 'github config', 'github funding', 'github-action', 'npm', 'tsconfig', 'vscode']"
eruda,"['github funding', 'github-action', 'npm', 'prettier']"
delve,"['cirrus', 'deepsource', 'eslint', 'golangci-lint', 'maven', 'npm', 'prettier', 'stylelint', 'travis', 'tsconfig']"
timescaledb,"['codecov', 'django', 'github issues', 'github-action']"
livewire,"['github funding', 'github issues', 'npm', 'vercel', 'vscode']"
okhttp,"['android', 'devcontainer', 'github-action', 'gradle', 'gradle-wrapper', 'mkdocs', 'renovate', 'vscode']"
docsify,"['babel', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'gitpod', 'npm', 'prettier', 'vercel', 'vscode']"
supabase_supabase,"['deno', 'docker', 'docker-compose', 'eslint', 'github', 'github funding', 'github-action', 'npm', 'pnpm', 'tsconfig', 'turborepo', 'vercel']"
alacritty,"['cargo', 'github-action', 'rustfmt']"
cube,"['angular', 'cargo', 'codecov', 'cross', 'dependabot', 'docker', 'docker-compose', 'github', 'github-action', 'lerna', 'npm', 'poetry', 'rust', 'rustfmt', 'tsconfig', 'yarn']"
terminal,"['github issues', 'github-action', 'vcpkg', 'vscode']"
langchain,"['dependabot', 'devcontainer', 'docker', 'docker compose', 'github issues', 'github-action', 'poetry', 'pre-commit', 'readthedocs']"
tree-sitter_tree-sitter,"['cargo', 'dependabot', 'docker', 'github funding', 'github issues', 'github-action', 'npm', 'poetry']"
vanna,"['github-action', 'poetry', 'pre-commit', 'tox']"
GoogleChrome_lighthouse,"['codecov', 'dependabot', 'github issues', 'github-action', 'npm', 'tsconfig', 'vercel']"
penpot,"['cargo', 'circleci', 'docker', 'docker compose', 'github', 'github config', 'github issues', 'github-action', 'gitpod', 'nginx', 'npm', 'postgresql', 'prettier', 'travis', 'vscode', 'yarn']"
cobalt,"['deepsource', 'docker', 'github issues', 'github-action', 'npm', 'pnpm', 'tsconfig']"
HandBrake,"['dependabot', 'github issues', 'github-action']"
Wox,"['flutter', 'github-action', 'lefthook', 'npm', 'pnpm', 'poetry', 'prettier', 'tsconfig', 'vscode']"
localsend,"['android', 'dependabot', 'flutter', 'github', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'rust']"
glances,"['docker', 'docker-compose', 'github funding', 'github-action', 'npm', 'poetry', 'pre-commit', 'readthedocs', 'renovate', 'snapscraft', 'tox']"
Sa-Token,"['maven', 'npm', 'spring']"
lede,"['github issues', 'github-action']"
siyuan,"['docker', 'github funding', 'github issues', 'github-action', 'npm', 'pnpm', 'tsconfig']"
smolagents,"['github-action', 'poetry', 'pre-commit']"
firecrawl,"['cargo', 'dependabot', 'docker', 'docker compose', 'flyio', 'github-action', 'npm', 'pnpm', 'poetry', 'tsconfig']"
Genesis,"['docker', 'github issues', 'github-action', 'poetry', 'pre-commit']"
tailwindcss,"['cargo', 'eslint', 'github issues', 'github-action', 'npm', 'pnpm', 'rust', 'rustfmt', 'tsconfig', 'turborepo']"
directus_directus,"['changesets', 'codecov', 'crowdin', 'dependabot', 'docker', 'docker-compose', 'github funding', 'github issues', 'github-action', 'kubernetes', 'npm', 'pnpm', 'prettier', 'stylelint', 'tsconfig', 'vscode']"
anime,"['babel', 'github funding', 'github issues', 'npm', 'tsconfig']"
bcc,"['github-action', 'snapscraft', 'travis']"
automa,"['dependabot', 'github funding', 'npm', 'pnpm', 'vscode']"
fiber,"['codecov', 'dependabot', 'github', 'github config', 'github funding', 'github issues', 'github-action', 'golangci-lint', 'markdownlint']"
OpenClash,"['github funding', 'github issues', 'github-action']"
colly,"['codecov', 'github issues', 'github-action']"
ace,"['amplify', 'ansible-playbook', 'docker', 'github issues', 'github-action', 'jekyll', 'npm', 'tsconfig']"
nlohmann_json,"['appveyor', 'cirrus', 'dependabot', 'github', 'github config', 'github funding', 'github issues', 'github-action']"
brave-browser,"['github', 'github issues', 'github-action', 'npm', 'renovate']"
SeleniumHQ_selenium,"['cargo', 'devcontainer', 'docker', 'github', 'github issues', 'github-action', 'gitpod', 'maven', 'npm', 'pnpm', 'poetry', 'readthedocs', 'renovate', 'rubocop', 'tox', 'tsconfig']"
ws,"['github funding', 'github issues', 'github-action', 'npm', 'prettier']"
goaccess,"['docker', 'github funding', 'github-action', 'nginx', 'snapscraft']"
onlook,"['deno', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'eslint', 'github-action', 'npm', 'tsconfig', 'vscode']"
dev-sidecar,"['github-action', 'npm', 'pnpm']"
skywalking,"['docker', 'docker-compose', 'github issues', 'github-action', 'kubernetes', 'maven', 'maven-wrapper', 'spring']"
Kong_insomnia,"['docker', 'github config', 'github issues', 'github-action', 'markdownlint', 'npm', 'tsconfig', 'vscode']"
SingleFile,"['github funding', 'npm']"
ripgrep,"['cargo', 'github funding', 'github issues', 'github-action', 'rustfmt']"
oven-sh_bun,"['cargo', 'docker', 'github issues', 'github-action', 'npm', 'rustfmt', 'tsconfig', 'typos', 'vscode']"
xbmc,"['django', 'github', 'github funding', 'github-action', 'gradle', 'gradle-wrapper']"
rclone_rclone,"['dependabot', 'docker', 'docker compose', 'github issues', 'github-action', 'golangci-lint', 'markdownlint']"
manim,"['github issues', 'github-action', 'jekyll', 'poetry']"
eslint,"['codeclimate', 'dependabot', 'github', 'github issues', 'github-action', 'markdownlint', 'npm', 'pre-commit', 'prettier', 'tsconfig']"
statsd,"['docker', 'docker-compose', 'github-action', 'npm']"
refined-github,"['github', 'github issues', 'github-action', 'npm', 'tsconfig']"
FreeTubeApp_FreeTube,"['dependabot', 'github', 'github issues', 'github-action', 'lefthook', 'npm', 'vscode']"
leetcode,"['docker', 'github funding', 'github-action', 'npm']"
react-spring,"['changesets', 'github funding', 'github issues', 'github-action', 'npm', 'renovate', 'tsconfig', 'turborepo', 'yarn']"
invoke-ai_InvokeAI,"['docker', 'docker-compose', 'github', 'github issues', 'github-action', 'mkdocs', 'npm', 'pnpm', 'poetry', 'pre-commit', 'prettier', 'tsconfig']"
Inquirer.js,"['codecov', 'dependabot', 'github funding', 'github-action', 'lerna', 'npm', 'tsconfig', 'turborepo', 'yarn']"
godot,"['android', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'npm', 'poetry', 'pre-commit']"
wg-easy,"['dependabot', 'docker', 'docker-compose', 'github funding', 'github issues', 'github-action', 'npm', 'pnpm', 'prettier', 'tsconfig', 'vscode']"
AgentGPT,"['dependabot', 'django', 'docker', 'docker-compose', 'eslint', 'github funding', 'github issues', 'github-action', 'npm', 'poetry', 'pre-commit', 'tsconfig']"
scrcpy,"['android', 'github funding', 'github-action', 'gradle', 'gradle-wrapper']"
vagrant,"['dependabot', 'github issues', 'github-action', 'npm', 'vercel']"
cypress-io_cypress,"['circleci', 'cspell', 'docker-compose', 'eslint', 'github issues', 'github-action', 'lerna', 'mocha', 'npm', 'renovate', 'tsconfig', 'vscode']"
