project,technologies
Sunshine,"['codecov', 'dependabot', 'github', 'github-action', 'jekyll', 'json', 'nodejs', 'prettier', 'yaml']"
MinerU,"['docker', 'docker-compose', 'github', 'github-action', 'jekyll', 'json', 'poetry', 'yaml']"
axios,"['bower', 'dependabot', 'github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
docker-elk,"['dependabot', 'docker', 'docker-compose', 'elasticsearch', 'github', 'github-action', 'json', 'yaml']"
tauri,"['android', 'cargo', 'devcontainer', 'docker', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'nodejs', 'pnpm', 'renovate', 'rustfmt', 'toml', 'tsconfig', 'vscode', 'wrangler', 'yaml']"
wagtail,"['babel', 'circleci', 'codecov', 'django', 'docker', 'github', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'pre-commit', 'ruff', 'tox', 'tsconfig', 'yaml']"
shadPS4,"['cmake', 'github', 'github-action', 'json', 'toml', 'yaml']"
1Panel,"['configparser', 'github', 'github-action', 'goreleaser', 'jekyll', 'json', 'nodejs', 'tsconfig', 'vscode', 'yaml']"
FiraCode,"['docker', 'github', 'github-action', 'nodejs']"
google-research_google-research,"['android', 'cargo', 'circleci', 'configparser', 'django', 'docker', 'gradle', 'gradle-wrapper', 'json', 'nodejs', 'poetry', 'toml', 'trunk', 'tsconfig', 'yaml']"
wasmer,"['cargo', 'docker', 'github', 'github-action', 'toml']"
tdesktop,"['dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'json', 'poetry', 'snapscraft']"
tensorflow,"['android', 'configparser', 'dependabot', 'docker', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'yaml']"
gradio,"['devcontainer', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'poetry', 'prettier', 'renovate', 'toml', 'tsconfig', 'vercel', 'vscode', 'yaml']"
antlr4,"['cmake', 'docker', 'eslint', 'flutter', 'github-action', 'json', 'maven', 'nodejs', 'npm', 'poetry', 'tsconfig', 'yaml']"
vnpy,"['github-action', 'poetry']"
phoenix,"['babel', 'dependabot', 'github', 'github-action', 'nodejs', 'npm', 'tsconfig']"
stats,"['github', 'github-action', 'json', 'swiftlint']"
vant,"['ansible-playbook', 'github', 'github-action', 'nodejs', 'pnpm', 'tsconfig', 'yaml']"
actual,"['babel', 'devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'nodejs', 'prettier', 'tsconfig', 'yarn']"
ImHex,"['codecov', 'docker', 'github', 'github-action', 'json', 'yaml']"
netbox,"['configparser', 'django', 'github', 'github-action', 'json', 'mkdocs', 'nginx', 'nodejs', 'poetry', 'pre-commit', 'ruff', 'tsconfig', 'yaml']"
mifi_lossless-cut,"['github', 'github-action', 'jekyll', 'json', 'nodejs', 'tsconfig', 'vscode', 'yarn']"
pnpm,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'npm', 'pnpm', 'renovate', 'tsconfig', 'yaml']"
yolov5,"['dependabot', 'docker', 'github', 'github-action', 'json', 'poetry', 'yaml']"
Docker-OSX,"['docker', 'docker-compose', 'github', 'github-action', 'kubernetes', 'yaml']"
NervJS_taro,"['babel', 'cargo', 'codecov', 'dependabot', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'rustfmt', 'tsconfig', 'vscode']"
act,"['codecov', 'dependabot', 'docker', 'github', 'github-action', 'golangci-lint', 'goreleaser', 'json', 'markdownlint', 'vscode', 'yaml']"
AdminLTE,"['dependabot', 'eslint', 'github', 'github-action', 'gitpod', 'json', 'nodejs', 'npm', 'stylelint', 'tsconfig', 'yaml']"
swagger-ui,"['dependabot', 'docker', 'github', 'github-action', 'json', 'nodejs', 'npm', 'snapscraft', 'yaml']"
uikit,"['circleci', 'dependabot', 'github', 'json', 'nodejs', 'pnpm', 'prettier']"
jan,"['cargo', 'dependabot', 'devcontainer', 'github', 'github-action', 'json', 'nodejs', 'toml', 'tsconfig', 'vscode', 'yarn']"
jquery_jquery,"['dependabot', 'github-action', 'nodejs', 'npm', 'yaml']"
openpilot,"['codecov', 'django', 'github', 'github-action', 'json', 'mkdocs', 'poetry', 'vscode']"
harness,"['docker', 'eslint', 'github-action', 'golangci-lint', 'json', 'kubernetes', 'nodejs', 'tsconfig', 'vscode', 'yaml']"
OpenAPITools_openapi-generator,"['android', 'angular', 'appveyor', 'cargo', 'circleci', 'configparser', 'dependabot', 'devcontainer', 'docker', 'docker compose', 'docker-compose', 'eslint', 'flutter', 'github', 'github-action', 'gitpod', 'gradle', 'gradle-wrapper', 'json', 'maven', 'maven-wrapper', 'nodejs', 'npm', 'poetry', 'rubocop', 'spring', 'toml', 'tox', 'travis', 'tsconfig', 'yaml']"
kafka,"['configparser', 'docker', 'docker-compose', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'kafka', 'maven', 'yaml']"
rocksdb,"['configparser', 'docker', 'github-action', 'json', 'maven', 'yaml']"
jsdom,"['github', 'github-action', 'nodejs', 'npm']"
cli,"['codecov', 'dependabot', 'github-action', 'golangci-lint', 'mkdocs']"
element-plus,"['circleci', 'codecov', 'eslint', 'github', 'github-action', 'gitpod', 'json', 'markdownlint', 'nodejs', 'pnpm', 'tsconfig', 'vscode', 'yaml']"
sqlitebrowser,"['configparser', 'dependabot', 'github', 'github-action', 'json', 'snapscraft']"
windows95,"['docker', 'github-action', 'nodejs', 'npm', 'tsconfig']"
neovim,"['cirrus', 'dependabot', 'github', 'github-action', 'json', 'stylua', 'toml', 'yaml']"
rancher,"['docker', 'github', 'github-action', 'golangci-lint', 'json', 'kubernetes', 'renovate', 'yaml']"
angular-cli,"['apify', 'dependabot', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'renovate', 'tsconfig', 'yaml']"
honojs_hono,"['codecov', 'deno', 'devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'gitpod', 'json', 'nodejs', 'npm', 'toml', 'tsconfig', 'vscode', 'yaml']"
webtorrent,"['github', 'github-action', 'nodejs', 'yaml']"
apache_airflow,"['codecov', 'configparser', 'dependabot', 'devcontainer', 'django', 'docker', 'docker compose', 'docker-compose', 'github', 'github-action', 'gitpod', 'json', 'kubernetes', 'markdownlint', 'nodejs', 'npm', 'pnpm', 'poetry', 'pre-commit', 'toml', 'tsconfig', 'yaml']"
prometheus,"['buf', 'circleci', 'dependabot', 'docker', 'eslint', 'github', 'github-action', 'gitpod', 'golangci-lint', 'json', 'nodejs', 'npm', 'tsconfig', 'yaml']"
telescope.nvim,"['github', 'github-action', 'stylua']"
freqtrade,"['dependabot', 'devcontainer', 'django', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'mkdocs', 'poetry', 'pre-commit', 'vscode', 'yaml']"
config,"['json', 'nodejs']"
Rectangle,"['github', 'github-action', 'json']"
slint,"['cargo', 'clippy', 'cross', 'dependabot', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'poetry', 'rust', 'rustfmt', 'taplo', 'toml', 'tsconfig', 'vscode', 'yaml', 'yarn']"
draggable,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'tsconfig', 'vscode']"
kong,"['cargo', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'yaml']"
saleor,"['dependabot', 'devcontainer', 'django', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'pre-commit', 'vscode', 'yaml']"
coc.nvim,"['codecov', 'github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
pydantic,"['configparser', 'dependabot', 'django', 'github', 'github-action', 'markdownlint', 'mkdocs', 'poetry', 'pre-commit', 'yaml']"
mjml,"['github-action', 'json', 'lerna', 'nodejs']"
bruno,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'npm', 'prettier', 'tsconfig']"
mkdocs-material,"['dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'json', 'mkdocs', 'nodejs', 'npm', 'poetry', 'tsconfig', 'vscode', 'yaml']"
zig,"['github', 'github-action', 'json']"
dashy,"['ansible-playbook', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'gitpod', 'json', 'netlify', 'nginx', 'nodejs', 'tsconfig', 'vscode', 'yaml', 'yarn']"
outline,"['dependabot', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'nodejs', 'tsconfig', 'vscode', 'yaml']"
gitleaks,"['docker', 'github', 'github-action', 'golangci-lint', 'goreleaser', 'toml', 'yaml']"
Jobs_Applier_AI_Agent_AIHawk,"['github', 'github-action', 'yaml']"
gson,"['dependabot', 'github', 'github-action', 'maven']"
calculator,"['github-action', 'json', 'yaml']"
mlc-llm,"['android', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'jekyll', 'json', 'poetry', 'pre-commit', 'yaml']"
moby_moby,"['appveyor', 'cirrus', 'codecov', 'devcontainer', 'docker', 'github', 'github-action', 'golangci-lint', 'goreleaser', 'json', 'markdownlint', 'netlify', 'renovate', 'toml', 'travis', 'yaml']"
docusaurus,"['dependabot', 'devcontainer', 'github', 'github-action', 'gitpod', 'json', 'lerna', 'netlify', 'nodejs', 'tsconfig', 'vscode', 'yaml']"
void,"['cargo', 'devcontainer', 'docker', 'github', 'github-action', 'json', 'nodejs', 'npm', 'rustfmt', 'snapscraft', 'tsconfig', 'vscode', 'yaml']"
streamlit,"['dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'mypy', 'nodejs', 'pre-commit', 'ruff', 'toml', 'tsconfig', 'vscode', 'yarn']"
filebrowser,"['docker', 'github', 'github-action', 'golangci-lint', 'goreleaser', 'json', 'mkdocs', 'nodejs', 'pnpm', 'prettier', 'tsconfig', 'yaml']"
CymChad_BaseRecyclerViewAdapterHelper,"['android', 'circleci', 'gradle', 'gradle-wrapper', 'travis']"
ice,"['ansible-playbook', 'codecov', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig']"
brew,"['codecov', 'configparser', 'dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'json', 'rubocop', 'vscode', 'yaml']"
webpack,"['codecov', 'dependabot', 'github', 'github-action', 'json', 'nodejs', 'tsconfig', 'yaml']"
AnotherRedisDesktopManager,"['babel', 'eslint', 'github', 'github-action', 'nodejs', 'npm']"
slidev,"['github', 'github-action', 'gitpod', 'json', 'netlify', 'nodejs', 'pnpm', 'tsconfig', 'vercel', 'vscode']"
tiptap,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'turborepo', 'vscode', 'yaml']"
Leaflet,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'npm']"
apollographql_apollo-client,"['apify', 'circleci', 'dependabot', 'github', 'github-action', 'json', 'nodejs', 'npm', 'renovate', 'tsconfig', 'vscode', 'yaml']"
ArchiveBox,"['configparser', 'dependabot', 'django', 'docker', 'docker-compose', 'flyio', 'github', 'github-action', 'jekyll', 'mypy', 'nginx', 'nodejs', 'poetry']"
cursor-free-vip,"['github', 'github-action', 'json']"
parcel,"['babel', 'cargo', 'dependabot', 'devcontainer', 'eslint', 'github', 'github-action', 'json', 'lerna', 'mocha', 'nodejs', 'rustfmt', 'tsconfig', 'vercel', 'vscode', 'yaml', 'yarn']"
mermaid,"['docker', 'docker-compose', 'eslint', 'github', 'github-action', 'json', 'netlify', 'nodejs', 'pnpm', 'prettier', 'renovate', 'toml', 'tsconfig', 'vscode', 'yaml']"
osquery,"['github', 'github-action', 'json', 'mkdocs', 'yaml']"
json-server,"['github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
teambit_bit,"['babel', 'circleci', 'docker', 'json', 'nodejs', 'tsconfig']"
disruptor,"['github-action', 'gradle-wrapper', 'yaml']"
postiz-app,"['devcontainer', 'eslint', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'toml', 'tsconfig', 'yaml']"
iced,"['cargo', 'clippy', 'cross', 'github', 'github-action', 'rustfmt']"
crewAI,"['github', 'github-action', 'json', 'poetry', 'pre-commit', 'ruff', 'yaml']"
chatwoot_chatwoot,"['circleci', 'devcontainer', 'docker', 'docker compose', 'docker-compose', 'github', 'github-action', 'jekyll', 'json', 'nodejs', 'pnpm', 'rubocop', 'spring', 'toml', 'vscode', 'yaml']"
react-navigation,"['github', 'github-action', 'json', 'lerna', 'netlify', 'nodejs', 'tsconfig', 'yaml', 'yarn']"
n8n-io_n8n,"['codecov', 'devcontainer', 'docker', 'docker-compose', 'eslint', 'github', 'github-action', 'json', 'nginx', 'nodejs', 'pnpm', 'poetry', 'renovate', 'tsconfig', 'turborepo', 'vscode', 'yaml']"
fingerprintjs,"['github-action', 'json', 'nodejs', 'tsconfig']"
scrapy,"['codecov', 'django', 'github-action', 'poetry', 'pre-commit', 'tox', 'yaml']"
canal,"['codecov', 'configparser', 'docker', 'hadoop-hbase', 'json', 'kubernetes', 'maven', 'maven-wrapper', 'nodejs', 'spring', 'travis', 'yaml']"
frigate,"['dependabot', 'devcontainer', 'django', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'mypy', 'netlify', 'nginx', 'nodejs', 'npm', 'poetry', 'tsconfig', 'vscode', 'yaml']"
go-micro,"['ansible-playbook', 'golangci-lint', 'jekyll', 'yaml']"
NaiboWang_EasySpider,"['github', 'json', 'nodejs', 'npm', 'tsconfig']"
transformers,"['circleci', 'docker', 'github', 'github-action', 'json', 'lerna', 'poetry', 'yaml']"
graal,"['configparser', 'devcontainer', 'docker', 'github', 'github-action', 'jekyll', 'json', 'maven', 'poetry', 'toml']"
portainer,"['docker', 'docker-compose', 'eslint', 'github', 'golangci-lint', 'json', 'nodejs', 'toml', 'tsconfig', 'yaml']"
linera-protocol,"['cargo', 'clippy', 'docker', 'docker-compose', 'github-action', 'json', 'kubernetes', 'nodejs', 'npm', 'pnpm', 'rust', 'rustfmt', 'taplo', 'toml', 'tsconfig', 'yaml']"
shap,"['codecov', 'dependabot', 'github', 'github-action', 'nodejs', 'npm', 'poetry', 'pre-commit', 'yaml']"
actix-web,"['cargo', 'clippy', 'codecov', 'dependabot', 'github', 'github-action', 'rustfmt', 'taplo', 'yaml']"
mrdoob_three.js,"['eslint', 'github', 'github-action', 'json', 'nodejs', 'npm', 'renovate']"
flow,"['github-action', 'json', 'nodejs', 'tsconfig']"
OpenManus,"['dependabot', 'docker', 'github', 'github-action', 'json', 'nodejs', 'npm', 'pre-commit', 'toml', 'tsconfig', 'vscode']"
spring-projects_spring-boot,"['configparser', 'dependabot', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'maven', 'nodejs', 'npm', 'spring', 'yaml']"
LocalAI,"['dependabot', 'devcontainer', 'docker', 'docker compose', 'docker-compose', 'github', 'github-action', 'json', 'renovate', 'vscode', 'yaml']"
PowerShell_PowerShell,"['codecov', 'dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'json', 'markdownlint', 'vscode', 'yaml']"
heroui-inc_heroui,"['eslint', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'prettier', 'tsconfig', 'turborepo', 'vercel', 'vscode', 'yaml']"
video.js,"['github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
Perplexica,"['configparser', 'docker compose', 'eslint', 'github-action', 'json', 'nodejs', 'toml', 'tsconfig', 'yaml']"
keras,"['codecov', 'dependabot', 'devcontainer', 'github-action', 'json', 'poetry', 'pre-commit']"
mimikatz,['appveyor']
yazi,"['cargo', 'github', 'github-action', 'json', 'nodejs', 'npm', 'rustfmt', 'snapscraft', 'stylua', 'toml', 'yaml']"
etherpad-lite,"['dependabot', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'travis', 'tsconfig', 'yaml']"
Karabiner-Elements,"['github', 'github-action', 'json', 'markdownlint', 'nodejs', 'prettier', 'swiftlint', 'vscode', 'yaml']"
Bend,"['cargo', 'github', 'github-action', 'json', 'rustfmt']"
Aerial,"['codeclimate', 'json', 'swiftlint', 'travis']"
colima,"['dependabot', 'docker', 'github', 'github-action', 'golangci-lint', 'json', 'toml', 'yaml']"
llvm_llvm-project,"['appveyor', 'codecov', 'configparser', 'docker', 'docker-compose', 'github', 'github-action', 'jekyll', 'json', 'nodejs', 'npm', 'poetry', 'pre-commit', 'prettier', 'renovate', 'travis', 'tsconfig', 'vscode', 'yaml']"
reduxjs_redux,"['gitbook', 'github', 'github-action', 'json', 'netlify', 'nodejs', 'prettier', 'tsconfig', 'yarn']"
sst,"['cargo', 'devcontainer', 'docker', 'github-action', 'goreleaser', 'json', 'nodejs', 'poetry', 'toml', 'tsconfig', 'vscode']"
pyscript,"['dependabot', 'github', 'github-action', 'nodejs', 'npm', 'poetry', 'pre-commit', 'tsconfig']"
rustdesk,"['android', 'appveyor', 'cargo', 'dependabot', 'docker', 'flutter', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'rustfmt', 'travis', 'vscode', 'yaml']"
fastify,"['ansible-playbook', 'dependabot', 'eslint', 'github', 'github-action', 'gitpod', 'json', 'nodejs', 'yaml']"
maybe,"['dependabot', 'devcontainer', 'docker', 'docker-compose', 'github-action', 'json', 'nodejs', 'npm', 'rubocop', 'yaml']"
flutter_flutter,"['android', 'dependabot', 'firebase', 'flutter', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'vscode', 'yaml']"
jeecgboot_JeecgBoot,"['configparser', 'docker', 'docker-compose', 'gitpod', 'json', 'maven', 'nodejs', 'pnpm', 'spring', 'tsconfig', 'yaml']"
LLaMA-Factory,"['docker', 'docker-compose', 'github', 'github-action', 'json', 'poetry', 'pre-commit']"
minimind,['json']
lexical,"['github-action', 'json', 'nodejs', 'npm', 'tsconfig', 'vscode', 'yaml']"
lerna,"['github', 'github-action', 'json', 'lerna', 'nodejs', 'npm', 'pnpm', 'tsconfig', 'yaml']"
minio,"['docker', 'github', 'github-action', 'golangci-lint', 'jekyll', 'json', 'kubernetes', 'nginx', 'typos', 'yaml']"
LLMs-from-scratch,"['devcontainer', 'docker', 'github', 'github-action', 'json', 'poetry', 'toml', 'vscode', 'yaml']"
incubator-seata,"['codecov', 'configparser', 'docker', 'docker compose', 'eslint', 'github', 'github-action', 'json', 'kubernetes', 'log4j', 'maven', 'maven-wrapper', 'nodejs', 'npm', 'spring', 'travis', 'tsconfig', 'yaml']"
blueprint,"['circleci', 'dependabot', 'json', 'lerna', 'nodejs', 'prettier', 'tsconfig', 'vscode', 'yaml', 'yarn']"
vapor,"['dependabot', 'github-action', 'yaml']"
magic-wormhole,"['appveyor', 'github-action', 'poetry', 'snapscraft', 'tox', 'yaml']"
components,"['angular', 'firebase', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'renovate', 'stylelint', 'tsconfig', 'vscode', 'yaml', 'yarn']"
ish,"['ansible-playbook', 'github', 'github-action', 'json']"
ollama_ollama,"['docker', 'github', 'github-action', 'golangci-lint', 'json', 'nodejs', 'npm', 'tsconfig']"
milvus,"['ansible', 'cargo', 'codecov', 'configparser', 'devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'golangci-lint', 'json', 'mockery', 'pre-commit', 'toml', 'travis', 'yaml']"
lo,"['dependabot', 'docker', 'docker-compose', 'github', 'github-action', 'yaml']"
grafana_loki,"['appveyor', 'buf', 'cirrus', 'codeclimate', 'codecov', 'configparser', 'devcontainer', 'docker', 'docker compose', 'docker-compose', 'drone', 'github', 'github-action', 'golangci-lint', 'goreleaser', 'jekyll', 'json', 'kafka', 'kubernetes', 'markdownlint', 'mkdocs', 'netlify', 'nginx', 'pre-commit', 'renovate', 'rubocop', 'toml', 'travis', 'yaml']"
novuhq_novu,"['babel', 'devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'lerna', 'mocha', 'netlify', 'nodejs', 'pnpm', 'renovate', 'toml', 'tsconfig', 'vscode', 'yaml']"
nnn,"['circleci', 'github', 'github-action', 'yaml']"
dbeaver_dbeaver,"['configparser', 'github', 'github-action', 'maven', 'snapscraft']"
Ventoy,"['docker', 'docker-compose', 'github', 'github-action', 'json']"
laravel-debugbar,"['github', 'github-action', 'json']"
source-code-hunter,"['github-action', 'nodejs', 'npm', 'vercel']"
UTM,"['github', 'github-action', 'json']"
phpunit,"['github', 'github-action', 'json']"
Rocket,"['cargo', 'github', 'github-action', 'rustfmt']"
zustand,"['github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'yaml']"
autogen,"['codecov', 'devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'nodejs', 'poetry', 'toml', 'tsconfig', 'yaml']"
postgrest,"['cirrus', 'codecov', 'docker', 'github', 'github-action', 'renovate', 'yaml']"
llama.cpp,"['github', 'github-action', 'json', 'mypy', 'nodejs', 'npm', 'poetry', 'pre-commit', 'tsconfig', 'yaml']"
bagisto,"['docker-compose', 'github', 'github-action', 'json', 'nodejs']"
query,"['angular', 'codecov', 'github', 'github-action', 'json', 'lerna', 'nodejs', 'pnpm', 'renovate', 'tsconfig', 'vscode', 'yaml']"
luigi,"['codecov', 'github', 'github-action', 'poetry', 'tox', 'yaml']"
graphrag,"['dependabot', 'django', 'docker', 'github', 'github-action', 'json', 'mkdocs', 'poetry', 'vscode', 'yaml']"
setup,['github-action']
create-t3-app,"['eslint', 'github', 'github-action', 'gitpod', 'json', 'nodejs', 'pnpm', 'tsconfig', 'turborepo', 'vercel', 'vscode', 'yarn']"
react-hook-form,"['apify', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'vscode']"
microsoft_TypeScript,"['codecov', 'dependabot', 'devcontainer', 'github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig', 'vscode', 'yaml']"
monaco-editor,"['ansible-playbook', 'devcontainer', 'github', 'github-action', 'json', 'mocha', 'nodejs', 'npm', 'prettier', 'tsconfig', 'vscode', 'yaml']"
everyone-can-use-english,"['dependabot', 'eslint', 'github-action', 'json', 'nodejs', 'tsconfig', 'wrangler', 'yarn']"
fasthttp,"['dependabot', 'github-action', 'golangci-lint']"
calcom_cal.com,"['docker', 'docker compose', 'docker-compose', 'github', 'github-action', 'gitpod', 'jest', 'json', 'nodejs', 'toml', 'tsconfig', 'turborepo', 'vercel', 'vscode', 'yaml', 'yarn']"
kubernetes_kubernetes,"['appveyor', 'buf', 'cirrus', 'codeclimate', 'codecov', 'docker', 'github', 'golangci-lint', 'json', 'kubernetes', 'markdownlint', 'mockery', 'renovate', 'toml', 'travis', 'yaml']"
Stirling-PDF,"['configparser', 'dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'pre-commit', 'spring', 'toml', 'vscode']"
serenity,"['configparser', 'dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'json', 'pre-commit']"
unleashed-firmware,"['docker', 'drone', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'vscode']"
gpt_academic,"['docker', 'docker-compose', 'github', 'github-action', 'json']"
fullPage.js,"['bower', 'json', 'nodejs', 'yaml']"
toml,"['pre-commit', 'toml']"
v86,"['cargo', 'devcontainer', 'docker', 'github-action', 'json', 'nodejs', 'rustfmt', 'vscode']"
vllm,"['dependabot', 'docker', 'github', 'github-action', 'json', 'mkdocs', 'poetry', 'pre-commit', 'typos', 'yaml']"
ionicons,"['github', 'github-action', 'json', 'nodejs', 'npm', 'prettier', 'tsconfig', 'yaml']"
guidance,"['codecov', 'eslint', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'ruff', 'tsconfig', 'yaml', 'yarn']"
rust-lang_rust,"['cargo', 'cargo-make', 'cirrus', 'clippy', 'cross', 'docker', 'eslint', 'github', 'github-action', 'gitpod', 'jekyll', 'json', 'nodejs', 'npm', 'ruff', 'rust', 'rustfmt', 'toml', 'tsconfig', 'typos', 'vscode', 'yaml']"
react-scan,"['eslint', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'vscode']"
mantine,"['babel', 'eslint', 'github', 'json', 'nodejs', 'stylelint', 'tsconfig', 'yarn']"
baidu_amis,"['docker', 'github', 'github-action', 'gitpod', 'json', 'lerna', 'nodejs', 'stylelint', 'toml', 'travis', 'tsconfig', 'vscode']"
ToolJet_ToolJet,"['docker compose', 'firebase', 'github', 'github-action', 'json', 'kubernetes', 'lerna', 'netlify', 'nodejs', 'npm', 'tsconfig', 'vscode', 'yaml']"
setup-ipsec-vpn,"['github-action', 'json']"
dubbo,"['codecov', 'configparser', 'dependabot', 'docker', 'github', 'json', 'maven', 'maven-wrapper', 'spring', 'yaml']"
laurent22_joplin,"['android', 'cargo', 'configparser', 'docker compose', 'docker-compose', 'eslint', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'jekyll', 'json', 'lerna', 'nodejs', 'npm', 'toml', 'travis', 'tsconfig', 'vscode', 'yaml', 'yarn']"
srs,"['appveyor', 'codecov', 'docker', 'eslint', 'github', 'github-action', 'golangci-lint', 'goreleaser', 'json', 'nodejs', 'renovate', 'travis', 'vscode', 'yaml']"
OpenHands,"['dependabot', 'devcontainer', 'django', 'docker', 'docker-compose', 'eslint', 'github', 'github-action', 'json', 'kubernetes', 'mypy', 'nodejs', 'npm', 'poetry', 'pre-commit', 'prettier', 'ruff', 'toml', 'tsconfig', 'vscode', 'yaml']"
nginx,"['github-action', 'nginx']"
robertdavidgraham_masscan,[]
darkreader,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
ava,"['github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
photoprism_photoprism,"['codecov', 'configparser', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'mysql', 'nodejs', 'prettier', 'yaml']"
spacemacs,"['circleci', 'github-action', 'yaml']"
bubbletea,"['dependabot', 'github', 'github-action', 'golangci-lint', 'goreleaser', 'yaml']"
just,"['cargo', 'clippy', 'dependabot', 'github-action', 'rustfmt', 'toml']"
discord.js,"['ansible-playbook', 'apify', 'codecov', 'docker', 'eslint', 'github', 'github-action', 'jest', 'json', 'nodejs', 'pnpm', 'prettier', 'toml', 'tsconfig', 'turborepo', 'vscode', 'yaml']"
Tasmota,"['configparser', 'django', 'github', 'github-action', 'gitpod', 'json', 'vscode', 'yaml']"
unionlabs_union,"['buf', 'cargo', 'clippy', 'github-action', 'json', 'nodejs', 'pnpm', 'rustfmt', 'taplo', 'toml', 'tsconfig', 'typos', 'vscode', 'yaml']"
chi,"['github', 'github-action', 'json']"
Umi-OCR,"['github', 'json']"
remix,"['ansible-playbook', 'deno', 'dependabot', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'toml', 'tsconfig', 'vscode', 'wrangler', 'yaml']"
Anuken_Mindustry,"['android', 'configparser', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'jitpack', 'json']"
hutool,"['github', 'maven', 'travis']"
go-zero,"['dependabot', 'docker', 'github', 'github-action', 'json', 'kubernetes', 'yaml']"
marked,"['dependabot', 'devcontainer', 'json', 'nodejs', 'npm', 'tsconfig', 'vercel']"
firefly-iii,"['configparser', 'dependabot', 'github', 'github-action', 'json', 'nodejs', 'npm', 'yaml']"
v,"['dependabot', 'docker', 'github', 'github-action', 'json', 'toml']"
dgtlmoon_changedetection.io,"['dependabot', 'docker', 'docker-compose', 'github', 'github-action', 'nodejs', 'pre-commit', 'ruff']"
fuel-core,"['cargo', 'cargo-make', 'clippy', 'cross', 'docker', 'docker-compose', 'github-action', 'json', 'rust', 'rustfmt', 'toml', 'typos']"
CopilotKit_CopilotKit,"['docker', 'firebase', 'github', 'github-action', 'json', 'nodejs', 'npm', 'pnpm', 'poetry', 'renovate', 'toml', 'tsconfig', 'turborepo', 'vscode', 'yaml']"
distroless,"['dependabot', 'github-action', 'json', 'pre-commit', 'travis', 'yaml']"
whisper,"['dependabot', 'github-action', 'json', 'poetry', 'pre-commit']"
flux,"['github-action', 'poetry']"
