project,technologies
GoogleChrome_lighthouse,"['codecov', 'dependabot', 'github', 'github-action', 'json', 'nodejs', 'tsconfig', 'vercel', 'yaml']"
penpot,"['cargo', 'circleci', 'docker', 'docker compose', 'github', 'github-action', 'gitpod', 'json', 'nginx', 'nodejs', 'postgresql', 'prettier', 'travis', 'vscode', 'yarn']"
cobalt,"['docker', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'toml', 'tsconfig']"
HandBrake,"['dependabot', 'github', 'github-action', 'json']"
Wox,"['flutter', 'github-action', 'json', 'nodejs', 'pnpm', 'poetry', 'prettier', 'tsconfig', 'vscode', 'yaml']"
localsend,"['android', 'dependabot', 'flutter', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'rust', 'yaml']"
glances,"['configparser', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'pre-commit', 'renovate', 'snapscraft', 'tox', 'yaml']"
Sa-Token,"['configparser', 'json', 'maven', 'nodejs', 'npm', 'spring', 'yaml']"
lede,"['configparser', 'github', 'github-action', 'json', 'yaml']"
googletest,['github']
siyuan,"['docker', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'yaml']"
smolagents,"['github-action', 'poetry', 'pre-commit', 'toml', 'yaml']"
firecrawl,"['cargo', 'dependabot', 'docker', 'docker compose', 'flyio', 'github-action', 'json', 'nodejs', 'npm', 'pnpm', 'poetry', 'tsconfig', 'yaml']"
Genesis,"['docker', 'github', 'github-action', 'json', 'poetry', 'pre-commit']"
tailwindcss,"['cargo', 'eslint', 'github', 'github-action', 'nodejs', 'pnpm', 'rust', 'rustfmt', 'tsconfig', 'turborepo']"
directus_directus,"['dependabot', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'kubernetes', 'nodejs', 'pnpm', 'prettier', 'stylelint', 'tsconfig', 'vscode', 'yaml']"
anime,"['babel', 'github', 'nodejs', 'tsconfig']"
bcc,"['github-action', 'snapscraft', 'travis']"
automa,"['dependabot', 'github', 'json', 'nodejs', 'pnpm', 'vscode']"
fiber,"['codecov', 'dependabot', 'github', 'github-action', 'golangci-lint', 'markdownlint']"
OpenClash,"['github', 'github-action', 'json', 'yaml']"
colly,"['codecov', 'github', 'github-action']"
ace,"['amplify', 'ansible-playbook', 'configparser', 'docker', 'github', 'github-action', 'jekyll', 'json', 'nodejs', 'toml', 'tsconfig', 'yaml']"
nlohmann_json,"['appveyor', 'cirrus', 'dependabot', 'github', 'github-action', 'json']"
brave-browser,"['github', 'github-action', 'nodejs', 'npm', 'renovate']"
SeleniumHQ_selenium,"['cargo', 'configparser', 'devcontainer', 'docker', 'github', 'github-action', 'gitpod', 'json', 'maven', 'nodejs', 'pnpm', 'poetry', 'renovate', 'rubocop', 'toml', 'tox', 'tsconfig', 'yaml']"
ws,"['github', 'github-action', 'json', 'nodejs', 'yaml']"
goaccess,"['docker', 'github', 'github-action', 'json', 'nginx', 'snapscraft', 'yaml']"
onlook,"['deno', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'eslint', 'github-action', 'json', 'nodejs', 'toml', 'tsconfig', 'vscode']"
dev-sidecar,"['github-action', 'nodejs', 'pnpm']"
skywalking,"['configparser', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'kubernetes', 'maven', 'maven-wrapper', 'spring', 'yaml']"
Kong_insomnia,"['docker', 'github', 'github-action', 'json', 'markdownlint', 'nodejs', 'tsconfig', 'vscode', 'yaml']"
SingleFile,"['github', 'json', 'nodejs', 'npm']"
ripgrep,"['cargo', 'github', 'github-action', 'rustfmt']"
oven-sh_bun,"['cargo', 'docker', 'github', 'github-action', 'json', 'nodejs', 'rustfmt', 'toml', 'tsconfig', 'typos', 'vscode', 'yaml']"
xbmc,"['configparser', 'django', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json']"
rclone_rclone,"['dependabot', 'docker', 'docker compose', 'github', 'github-action', 'golangci-lint', 'json', 'markdownlint', 'yaml']"
manim,"['github', 'github-action', 'jekyll', 'poetry', 'yaml']"
eslint,"['codeclimate', 'dependabot', 'github', 'github-action', 'json', 'markdownlint', 'nodejs', 'prettier', 'tsconfig', 'yaml']"
statsd,"['docker', 'docker-compose', 'github-action', 'nodejs', 'npm', 'yaml']"
refined-github,"['github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
FreeTubeApp_FreeTube,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'vscode', 'yaml']"
leetcode,"['docker', 'github', 'github-action', 'json', 'nodejs', 'npm']"
react-spring,"['github', 'github-action', 'json', 'nodejs', 'renovate', 'tsconfig', 'turborepo', 'yarn']"
invoke-ai_InvokeAI,"['docker', 'docker-compose', 'github', 'github-action', 'json', 'mkdocs', 'nodejs', 'pnpm', 'poetry', 'pre-commit', 'prettier', 'tsconfig', 'yaml']"
Inquirer.js,"['codecov', 'dependabot', 'github', 'github-action', 'json', 'lerna', 'nodejs', 'tsconfig', 'turborepo', 'yaml', 'yarn']"
godot,"['android', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'nodejs', 'npm', 'poetry', 'pre-commit', 'yaml']"
wg-easy,"['dependabot', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'prettier', 'tsconfig', 'vscode']"
AgentGPT,"['dependabot', 'django', 'docker', 'docker-compose', 'eslint', 'github', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'pre-commit', 'tsconfig']"
scrcpy,"['android', 'github', 'github-action', 'gradle', 'gradle-wrapper']"
vagrant,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'npm', 'vercel', 'yaml']"
cypress-io_cypress,"['circleci', 'docker-compose', 'eslint', 'github', 'github-action', 'json', 'lerna', 'mocha', 'nodejs', 'renovate', 'tsconfig', 'vscode', 'yaml']"
leptos,"['cargo', 'cargo-make', 'dependabot', 'docker-compose', 'github', 'github-action', 'json', 'nginx', 'nodejs', 'npm', 'rust', 'rustfmt', 'toml', 'trunk', 'tsconfig', 'vscode', 'yaml']"
zellij-org_zellij,"['cargo', 'dependabot', 'docker-compose', 'github', 'github-action', 'json', 'rust', 'rustfmt', 'yaml']"
fish-shell,"['cargo', 'cirrus', 'clippy', 'docker', 'github-action', 'toml', 'yaml']"
gatsbyjs_gatsby,"['circleci', 'docker', 'eslint', 'github', 'github-action', 'gitpod', 'json', 'lerna', 'nodejs', 'npm', 'tsconfig']"
taipy,"['docker', 'github', 'github-action', 'json', 'mypy', 'nodejs', 'npm', 'poetry', 'pre-commit', 'toml', 'tsconfig']"
mall,"['configparser', 'docker', 'docker-compose', 'json', 'maven', 'nginx', 'spring']"
alpine,"['cypress', 'github', 'json', 'nodejs', 'npm']"
tornado,"['codecov', 'docker', 'docker-compose', 'github', 'github-action', 'poetry', 'tox', 'yaml']"
opencv,"['android', 'docker', 'eslint', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'maven', 'nodejs', 'yaml']"
prophet,"['docker', 'docker-compose', 'github-action', 'poetry', 'toml', 'travis']"
asdf,"['dependabot', 'github', 'github-action', 'json']"
MetaGPT,"['devcontainer', 'docker', 'docker compose', 'github', 'github-action', 'jekyll', 'json', 'nodejs', 'pre-commit', 'prettier', 'ruff', 'tsconfig', 'yaml']"
joi,"['github-action', 'nodejs']"
hugo,"['circleci', 'dependabot', 'docker', 'github', 'github-action', 'nodejs', 'snapscraft', 'yaml']"
powerlevel10k,"['json', 'vscode']"
faceswap,"['django', 'github', 'jekyll', 'yaml']"
vue2-elm,"['github-action', 'nodejs']"
Chat2DB,"['configparser', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'maven', 'nodejs', 'spring', 'tsconfig', 'vscode']"
ray-project_ray,"['configparser', 'dependabot', 'django', 'docker', 'github', 'github-action', 'json', 'kubernetes', 'maven', 'nodejs', 'poetry', 'pre-commit', 'toml', 'tsconfig', 'yaml']"
intro.js,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
Magisk,"['android', 'cargo', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'toml']"
raylib,"['android', 'configparser', 'github', 'github-action', 'json', 'vscode']"
daytona,"['devcontainer', 'docker', 'docker compose', 'github-action', 'golangci-lint', 'json', 'lerna', 'nodejs', 'poetry', 'tox', 'tsconfig', 'vscode', 'yaml', 'yarn']"
MPAndroidChart,"['android', 'github', 'gradle', 'gradle-wrapper', 'maven']"
NvChad,['stylua']
youtube-music,"['github', 'github-action', 'json', 'nodejs', 'pnpm', 'renovate', 'tsconfig', 'yaml']"
RustPython,"['cargo', 'dependabot', 'devcontainer', 'docker', 'github-action', 'gitpod', 'json', 'mypy', 'nodejs', 'npm', 'ruff', 'rust', 'rustfmt', 'toml', 'vscode', 'yaml']"
fastai,"['configparser', 'dependabot', 'devcontainer', 'docker-compose', 'github-action', 'poetry', 'yaml']"
theia,"['eslint', 'github', 'github-action', 'gitpod', 'json', 'lerna', 'nodejs', 'npm', 'tsconfig', 'vscode', 'yaml']"
APIJSON,"['github', 'maven', 'spring']"
servo_servo,"['android', 'cargo', 'dependabot', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'poetry', 'rust', 'rustfmt', 'taplo', 'toml', 'vscode']"
crystal,"['circleci', 'github', 'github-action', 'renovate', 'typos', 'yaml']"
github-readme-stats,"['codecov', 'dependabot', 'eslint', 'github', 'github-action', 'json', 'nodejs', 'npm', 'prettier', 'vercel', 'vscode']"
fastapi,"['dependabot', 'github', 'github-action', 'poetry', 'pre-commit', 'yaml']"
recharts,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig', 'yaml']"
svelte,"['github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'vscode']"
next-auth,"['dependabot', 'docker', 'docker-compose', 'eslint', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'toml', 'tsconfig', 'turborepo', 'vercel', 'vscode', 'yaml']"
jadx,"['configparser', 'dependabot', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'jitpack', 'typos', 'yaml']"
trivy,"['buf', 'dependabot', 'docker', 'github', 'github-action', 'golangci-lint', 'json', 'kubernetes', 'mkdocs', 'yaml']"
ncnn,"['dependabot', 'github', 'github-action', 'poetry', 'yaml']"
jest,"['codecov', 'github', 'github-action', 'gitpod', 'jest', 'json', 'lerna', 'netlify', 'nodejs', 'tsconfig', 'vscode', 'yaml', 'yarn']"
ruoyi-vue-pro,"['configparser', 'docker', 'docker compose', 'docker-compose', 'github-action', 'json', 'maven', 'spring', 'yaml']"
react-admin,"['github', 'github-action', 'json', 'lerna', 'nodejs', 'tsconfig', 'vercel', 'yaml', 'yarn']"
fullcalendar,"['github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'turborepo', 'vscode']"
tldraw_tldraw,"['apify', 'configparser', 'docker-compose', 'github', 'github-action', 'json', 'lerna', 'nodejs', 'toml', 'tsconfig', 'vercel', 'vscode', 'wrangler', 'yarn']"
anki,"['cargo', 'docker', 'github', 'json', 'mypy', 'nodejs', 'poetry', 'ruff', 'rust', 'rustfmt', 'toml', 'tsconfig', 'yarn']"
cosmopolitan,"['configparser', 'github', 'github-action', 'vscode']"
nvm,"['docker', 'github', 'github-action', 'nodejs', 'travis']"
pi-hole,"['dependabot', 'github', 'github-action']"
compiler-explorer_compiler-explorer,"['codecov', 'configparser', 'devcontainer', 'docker', 'github', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'tsconfig', 'yaml']"
heroicons,"['github', 'github-action', 'nodejs', 'npm']"
nushell,"['cargo', 'clippy', 'cross', 'dependabot', 'docker', 'github', 'github-action', 'json', 'rust', 'typos']"
reflex,"['devcontainer', 'docker', 'github', 'github-action', 'json', 'poetry', 'yaml']"
podman,"['appveyor', 'cirrus', 'codecov', 'docker', 'github', 'github-action', 'golangci-lint', 'goreleaser', 'jekyll', 'json', 'markdownlint', 'poetry', 'pre-commit', 'renovate', 'toml', 'travis', 'yaml']"
BabylonJS_Babylon.js,"['github-action', 'json', 'lerna', 'nodejs', 'tsconfig', 'vscode']"
GPT-SoVITS,"['docker', 'docker compose', 'github-action', 'json', 'pre-commit', 'yaml']"
doomemacs,"['bower', 'cargo', 'docker-compose', 'github', 'github-action', 'nodejs']"
anoma,"['docker', 'github-action', 'json']"
notepad-plus-plus,"['appveyor', 'configparser', 'dependabot', 'github', 'github-action', 'travis']"
OI-wiki,"['docker', 'github', 'github-action', 'gitpod', 'json', 'mkdocs', 'netlify', 'nodejs', 'tsconfig']"
apache_shardingsphere,"['codecov', 'configparser', 'docker', 'github-action', 'json', 'maven', 'maven-wrapper', 'yaml']"
Ice,"['github', 'github-action', 'json', 'swiftlint']"
CodeEdit,"['github', 'github-action', 'jekyll', 'json', 'swiftlint']"
spring-cloud-alibaba,"['circleci', 'codecov', 'configparser', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'maven', 'maven-wrapper', 'spring', 'yaml']"
mui_material-ui,"['circleci', 'codecov', 'configparser', 'dependabot', 'github', 'github-action', 'json', 'lerna', 'netlify', 'nodejs', 'pnpm', 'renovate', 'tsconfig', 'vercel', 'vscode', 'yaml']"
deskreen,"['codecov', 'configparser', 'github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig', 'vscode']"
supervision,"['dependabot', 'github', 'github-action', 'mkdocs', 'poetry', 'pre-commit', 'tox']"
mlflow_mlflow,"['configparser', 'docker', 'docker-compose', 'eslint', 'github', 'github-action', 'json', 'log4j', 'maven', 'nginx', 'nodejs', 'npm', 'poetry', 'pre-commit', 'toml', 'tsconfig', 'vscode', 'yaml', 'yarn']"
pm2,"['github', 'github-action', 'nodejs', 'npm', 'tsconfig']"
jellyfin,"['devcontainer', 'github', 'github-action', 'json', 'renovate', 'vscode']"
gulp,"['github-action', 'nodejs', 'yaml']"
unilm,"['circleci', 'docker', 'github', 'github-action', 'json', 'mypy', 'poetry', 'pre-commit', 'yaml']"
pathway,"['cargo', 'clippy', 'github', 'github-action', 'poetry', 'rust', 'travis']"
svgo,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'tsconfig', 'yarn']"
mediapipe,"['android', 'docker', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'nodejs', 'tsconfig']"
SwiftyJSON,"['github-action', 'json', 'swiftlint', 'yaml']"
go-kratos_kratos,"['buf', 'codecov', 'dependabot', 'github', 'github-action', 'golangci-lint', 'yaml']"
styled-components,"['github', 'github-action', 'json', 'nodejs', 'tsconfig', 'vscode', 'yarn']"
go-redis,"['dependabot', 'docker-compose', 'github', 'github-action', 'golangci-lint', 'toml', 'yaml']"
ntfy,"['docker', 'docker-compose', 'github', 'github-action', 'gitpod', 'goreleaser', 'json', 'mkdocs', 'nodejs', 'npm', 'yaml']"
envoy,"['android', 'buf', 'cargo', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'pre-commit', 'rustfmt', 'swiftlint', 'toml', 'vscode', 'yaml']"
dockge,"['docker', 'github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig', 'yaml']"
withastro_astro,"['devcontainer', 'docker', 'eslint', 'github', 'github-action', 'gitpod', 'json', 'nodejs', 'pnpm', 'tsconfig', 'turborepo', 'vscode']"
NextChat,"['cargo', 'dependabot', 'docker', 'docker-compose', 'eslint', 'github', 'github-action', 'gitpod', 'json', 'nodejs', 'tsconfig', 'vercel']"
monica,"['dependabot', 'devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'nodejs', 'prettier', 'vscode', 'yaml', 'yarn']"
validator,"['dependabot', 'github', 'github-action', 'golangci-lint']"
markitdown,"['dependabot', 'devcontainer', 'docker', 'github-action', 'poetry', 'pre-commit']"
mocha,"['dependabot', 'github', 'github-action', 'json', 'markdownlint', 'mocha', 'netlify', 'nodejs', 'npm', 'prettier', 'tsconfig']"
framework7,"['github', 'github-action', 'json', 'nodejs', 'npm', 'travis', 'vscode']"
vue-vben-admin,"['dependabot', 'docker', 'github', 'github-action', 'gitpod', 'json', 'nginx', 'nodejs', 'pnpm', 'tsconfig', 'turborepo', 'vscode', 'yaml']"
rapid7_metasploit-framework,"['configparser', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'kubernetes', 'rubocop', 'yaml']"
xstate,"['github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'vscode']"
kickstart.nvim,"['github-action', 'stylua']"
pytorch_geometric,"['codecov', 'dependabot', 'docker', 'github', 'github-action', 'poetry', 'pre-commit', 'yaml']"
floating-ui,"['apify', 'eslint', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'turborepo']"
khoj,"['android', 'devcontainer', 'django', 'docker', 'docker-compose', 'eslint', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'nodejs', 'poetry', 'pre-commit', 'tsconfig', 'vscode']"
restic,"['dependabot', 'docker', 'github', 'github-action', 'golangci-lint', 'yaml']"
mobx,"['dependabot', 'github', 'github-action', 'json', 'lerna', 'nodejs', 'npm', 'tsconfig', 'vscode']"
ddia,"['github-action', 'json', 'yaml']"
live,"['github', 'github-action', 'jekyll']"
Clash-for-Windows_Chinese,"['apify', 'dependabot', 'docker', 'eslint', 'github', 'github-action', 'json', 'nodejs', 'tsconfig', 'yaml']"
nacos,"['codecov', 'configparser', 'github', 'github-action', 'json', 'maven', 'maven-wrapper', 'nodejs', 'npm', 'spring', 'travis', 'tsconfig']"
daisyui,"['github', 'github-action', 'json', 'nodejs']"
miaosha,"['bower', 'configparser', 'json', 'log4j', 'maven', 'nodejs', 'spring', 'travis']"
jax,"['dependabot', 'github', 'github-action', 'json', 'kubernetes', 'poetry', 'pre-commit', 'yaml']"
frida,"['cirrus', 'github', 'github-action']"
lobehub_lobe-chat,"['codecov', 'devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'netlify', 'nodejs', 'pnpm', 'renovate', 'toml', 'tsconfig', 'vercel', 'vscode', 'yaml']"
Deep-Live-Cam,"['configparser', 'json']"
jekyll,"['codeclimate', 'dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'rubocop', 'yaml']"
qwik,"['apify', 'cargo', 'devcontainer', 'docker', 'firebase', 'github', 'github-action', 'json', 'netlify', 'nodejs', 'pnpm', 'prettier', 'rustfmt', 'tsconfig', 'vercel', 'vscode', 'wrangler', 'yaml']"
lit_lit,"['eslint', 'github', 'github-action', 'json', 'nodejs', 'npm', 'prettier', 'tsconfig', 'vscode']"
dioxus,"['cargo', 'codecov', 'dependabot', 'devcontainer', 'docker', 'flyio', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'nodejs', 'npm', 'toml', 'tsconfig', 'typos', 'vscode']"
NationalSecurityAgency_ghidra,"['configparser', 'docker', 'gradle', 'gradle-wrapper', 'poetry', 'spring']"
PDFMathTranslate,"['dependabot', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'poetry', 'pre-commit']"
compose,"['codecov', 'dependabot', 'docker', 'docker compose', 'github', 'github-action', 'golangci-lint', 'yaml']"
Iosevka,"['docker', 'github-action', 'nodejs', 'npm', 'toml', 'yaml']"
ccxt_ccxt,"['docker', 'docker-compose', 'github', 'github-action', 'json', 'mypy', 'nodejs', 'npm', 'poetry', 'tox', 'travis', 'tsconfig']"
mdBook,"['cargo', 'eslint', 'github', 'github-action', 'nodejs', 'toml']"
consul,"['buf', 'dependabot', 'docker', 'github', 'github-action', 'golangci-lint', 'json', 'mockery', 'nodejs', 'npm', 'pre-commit', 'vercel', 'yaml']"
gpt4all,"['circleci', 'github', 'github-action', 'jekyll', 'json', 'mkdocs', 'nodejs', 'poetry', 'yaml', 'yarn']"
ant-design-pro,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'tsconfig']"
radare2,"['configparser', 'dependabot', 'docker', 'github', 'github-action', 'json', 'nodejs', 'toml']"
compose-samples,"['android', 'configparser', 'dependabot', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'renovate', 'toml', 'yaml']"
sherlock,"['apify', 'docker', 'github', 'github-action', 'json', 'poetry', 'tox']"
influxdb,"['cargo', 'circleci', 'docker', 'github', 'github-action', 'rust', 'rustfmt', 'toml', 'yaml']"
grpc-gateway,"['buf', 'dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'goreleaser', 'json', 'renovate', 'yaml']"
Charts,"['github', 'github-action', 'json']"
containerd,"['appveyor', 'cirrus', 'codecov', 'dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'golangci-lint', 'goreleaser', 'json', 'markdownlint', 'mkdocs', 'mockery', 'netlify', 'renovate', 'toml', 'travis', 'yaml']"
drizzle-orm,"['eslint', 'github', 'github-action', 'json', 'markdownlint', 'nodejs', 'pnpm', 'tsconfig', 'turborepo']"
pandas-ai,"['docker', 'docker-compose', 'github', 'github-action', 'poetry', 'pre-commit', 'sourcery']"
SwiftLint,"['buildkite', 'dependabot', 'docker', 'github', 'github-action', 'json', 'markdownlint', 'swiftlint', 'yaml']"
PrefectHQ_prefect,"['configparser', 'dependabot', 'django', 'docker', 'docker-compose', 'eslint', 'github', 'github-action', 'json', 'mkdocs', 'nodejs', 'npm', 'poetry', 'pre-commit', 'toml', 'tsconfig', 'vscode', 'yaml']"
flameshot,"['appveyor', 'configparser', 'github', 'github-action', 'snapscraft', 'yaml']"
MMKV,"['android', 'docker', 'flutter', 'github', 'gradle', 'gradle-wrapper', 'json', 'yaml']"
clash-verge-rev,"['cargo', 'clippy', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'renovate', 'rustfmt', 'toml', 'tsconfig', 'yaml']"
Proton,"['github', 'json']"
pingcap_tidb,"['codecov', 'dependabot', 'docker', 'docker compose', 'github', 'golangci-lint', 'json', 'nodejs', 'npm', 'pre-commit', 'toml', 'tsconfig', 'yaml']"
qBittorrent,"['dependabot', 'github', 'github-action', 'nodejs', 'pre-commit', 'typos', 'yaml']"
react-router,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'vscode', 'wrangler', 'yaml']"
bilibili-API-collect,"['github', 'github-action', 'nodejs']"
fabric,"['dependabot', 'devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'toml', 'tsconfig', 'vscode', 'yaml']"
mdb-ui-kit,['nodejs']
mitmproxy,"['codecov', 'dependabot', 'docker', 'github', 'github-action', 'nodejs', 'npm', 'poetry', 'tsconfig']"
faker,"['dependabot', 'github', 'github-action', 'mypy', 'tox', 'yaml']"
Apktool,"['configparser', 'dependabot', 'github', 'github-action', 'gradle-wrapper', 'jitpack', 'toml']"
cherry-studio,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'tsconfig', 'vscode', 'yaml', 'yarn']"
CasaOS,"['github', 'github-action', 'goreleaser', 'nodejs', 'tsconfig', 'yaml']"
scikit-learn,"['circleci', 'codecov', 'dependabot', 'github', 'github-action', 'json', 'poetry', 'pre-commit', 'yaml']"
continuedev_continue,"['cargo', 'dependabot', 'eslint', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'nodejs', 'npm', 'poetry', 'tox', 'travis', 'tsconfig', 'vscode', 'yaml']"
ultralytics,"['dependabot', 'docker', 'github', 'github-action', 'mkdocs', 'poetry', 'yaml']"
headlessui,"['github', 'github-action', 'nodejs', 'npm', 'tsconfig', 'vercel']"
FFmpeg,['json']
Xray-core,"['dependabot', 'docker', 'github', 'github-action', 'json']"
google_fonts,"['cargo', 'github-action', 'nodejs', 'poetry', 'tox', 'yaml']"
rich,"['dependabot', 'github', 'github-action', 'json', 'poetry', 'pre-commit', 'tox', 'yaml']"
matplotlib,"['appveyor', 'circleci', 'codecov', 'dependabot', 'devcontainer', 'github', 'github-action', 'json', 'poetry', 'pre-commit', 'tox', 'yaml']"
emscripten,"['circleci', 'dependabot', 'django', 'github', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'yaml']"
fuels-rs,"['cargo', 'github-action', 'markdownlint', 'rustfmt', 'toml', 'typos']"
hexo,"['dependabot', 'github', 'github-action', 'json', 'mocha', 'nodejs', 'tsconfig']"
viper,"['dependabot', 'github', 'github-action', 'golangci-lint', 'yaml']"
libgdx,"['android', 'docker', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json']"
upscayl,"['github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
apache_spark,"['buf', 'configparser', 'docker', 'github', 'github-action', 'json', 'log4j', 'maven', 'mkdocs', 'mypy', 'nodejs', 'npm', 'poetry', 'tox', 'yaml']"
glance,"['docker', 'github', 'github-action', 'goreleaser', 'json']"
Folo,"['android', 'dependabot', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'turborepo', 'vercel', 'vscode', 'yaml']"
yew,"['ansible-playbook', 'cargo', 'cargo-make', 'dependabot', 'firebase', 'github', 'github-action', 'json', 'nodejs', 'npm', 'prettier', 'rustfmt', 'toml', 'tsconfig', 'yaml']"
browser-use,"['docker', 'github', 'github-action', 'poetry', 'pre-commit']"
GSAP,['nodejs']
hoppscotch,"['cargo', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'firebase', 'github', 'github-action', 'json', 'netlify', 'nodejs', 'pnpm', 'toml', 'tsconfig', 'vscode', 'yaml']"
locust,"['docker', 'github', 'github-action', 'json', 'nodejs', 'poetry', 'pre-commit', 'tsconfig', 'vscode', 'yaml', 'yarn']"
Dokploy_dokploy,"['docker', 'github', 'github-action', 'json', 'nodejs', 'pnpm', 'tsconfig', 'vscode', 'yaml']"
Infisical_infisical,"['babel', 'docker', 'docker compose', 'docker-compose', 'github-action', 'json', 'kubernetes', 'nodejs', 'npm', 'prettier', 'tsconfig', 'yaml']"
open-interpreter,"['devcontainer', 'django', 'docker', 'github', 'github-action', 'poetry', 'pre-commit', 'yaml']"
tesseract,"['appveyor', 'docker-compose', 'github', 'github-action', 'snapscraft']"
druid,"['codecov', 'configparser', 'devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'gitpod', 'gradle-wrapper', 'json', 'maven', 'maven-wrapper', 'spring', 'travis', 'yaml']"
puter,"['docker', 'docker-compose', 'github', 'github-action', 'json', 'nodejs', 'npm', 'rust', 'toml']"
marker,"['django', 'github-action', 'json', 'poetry', 'pre-commit']"
nw.js,"['github', 'json', 'mkdocs', 'nodejs', 'yaml']"
taichi,"['github', 'github-action', 'json', 'netlify', 'poetry', 'pre-commit', 'yaml']"
GyulyVGC_sniffnet,"['cargo', 'cross', 'dependabot', 'docker', 'github', 'github-action', 'json', 'toml', 'yaml']"
rufus,"['configparser', 'dependabot', 'github', 'github-action']"
kestra,"['codecov', 'configparser', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'github', 'github-action', 'gitpod', 'gradle', 'gradle-wrapper', 'json', 'nodejs', 'npm', 'spring', 'tsconfig', 'yaml']"
chatgpt-on-wechat,"['docker', 'docker-compose', 'github', 'github-action', 'json', 'poetry', 'pre-commit', 'toml', 'yaml']"
zap,"['codecov', 'dependabot', 'github', 'github-action', 'golangci-lint', 'yaml']"
mdx,"['ansible-playbook', 'github-action', 'nodejs', 'npm', 'tsconfig', 'vercel']"
beekeeper-studio,"['configparser', 'docker-compose', 'eslint', 'github', 'github-action', 'json', 'mkdocs', 'nodejs', 'tsconfig', 'vscode', 'yaml']"
carbon-lang,"['github', 'github-action', 'jekyll', 'json', 'nodejs', 'npm', 'poetry', 'pre-commit', 'tsconfig', 'vscode', 'yaml']"
MagicMirror,"['dependabot', 'github', 'github-action', 'json', 'markdownlint', 'nodejs', 'npm']"
stanford-oval_storm,"['github-action', 'pre-commit', 'toml']"
