project,technologies
microsoft_TypeScript,"['codecov', 'dependabot', 'devcontainer', 'github', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig', 'vscode', 'yaml']"
monaco-editor,"['ansible-playbook', 'devcontainer', 'github issues', 'github-action', 'json', 'mocha', 'nodejs', 'npm', 'prettier', 'tsconfig', 'tslint', 'vscode', 'yaml']"
everyone-can-use-english,"['dependabot', 'eslint', 'github-action', 'json', 'npm', 'tsconfig', 'wrangler', 'yarn']"
fasthttp,"['dependabot', 'github-action', 'golangci-lint']"
calcom_cal.com,"['changesets', 'docker', 'docker compose', 'docker-compose', 'github', 'github issues', 'github-action', 'gitpod', 'jest', 'json', 'kodiak', 'npm', 'toml', 'tsconfig', 'turborepo', 'vercel', 'vscode', 'yaml', 'yarn']"
kubernetes_kubernetes,"['appveyor', 'azure pipelines', 'buf', 'cirrus', 'codeclimate', 'codecov', 'docker', 'github issues', 'golangci-lint', 'json', 'kubernetes', 'markdownlint', 'mockery', 'renovate', 'swagger', 'toml', 'travis', 'yaml']"
Stirling-PDF,"['configparser', 'dependabot', 'devcontainer', 'docker', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'pre-commit', 'spring', 'toml', 'vscode']"
serenity,"['configparser', 'dependabot', 'devcontainer', 'docker', 'github', 'github funding', 'github-action', 'json', 'pre-commit']"
unleashed-firmware,"['docker', 'drone', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig', 'vscode']"
gpt_academic,"['docker', 'docker-compose', 'github issues', 'github-action', 'json']"
fullPage.js,"['bower', 'json', 'npm', 'yaml']"
toml,"['pre-commit', 'toml']"
v86,"['cargo', 'devcontainer', 'docker', 'github-action', 'json', 'npm', 'rustfmt', 'vscode']"
vllm,"['chart testing', 'dependabot', 'docker', 'github', 'github funding', 'github issues', 'github-action', 'json', 'mkdocs', 'poetry', 'pre-commit', 'readthedocs', 'typos', 'yaml']"
ionicons,"['github', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'prettier', 'tsconfig', 'yaml']"
guidance,"['codecov', 'eslint', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'readthedocs', 'ruff', 'tsconfig', 'yaml', 'yarn']"
rust-lang_rust,"['cargo', 'cargo-make', 'cirrus', 'clippy', 'cross', 'cspell', 'docker', 'eslint', 'github', 'github issues', 'github-action', 'gitpod', 'json', 'nodejs', 'npm', 'reuse', 'ruff', 'rust', 'rustfmt', 'toml', 'triagebot', 'tsconfig', 'typos', 'vscode', 'yaml', 'zed']"
react-scan,"['biomejs', 'changesets', 'eslint', 'github', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig', 'vscode']"
mantine,"['babel', 'eslint', 'github funding', 'github issues', 'json', 'npm', 'stylelint', 'tsconfig', 'yarn']"
baidu_amis,"['biomejs', 'bun', 'docker', 'github', 'github issues', 'github-action', 'gitpod', 'json', 'lerna', 'npm', 'stylelint', 'travis', 'tsconfig', 'vscode']"
ToolJet_ToolJet,"['docker compose', 'firebase', 'github issues', 'github-action', 'helm', 'json', 'kubernetes', 'lerna', 'netlify', 'nodejs', 'npm', 'tsconfig', 'vscode', 'yaml']"
setup-ipsec-vpn,"['github-action', 'json']"
dubbo,"['codecov', 'configparser', 'dependabot', 'docker', 'github', 'github issues', 'json', 'maven', 'maven-wrapper', 'spring', 'yaml']"
laurent22_joplin,"['android', 'cargo', 'configparser', 'crowdin', 'cspell', 'docker compose', 'docker-compose', 'eslint', 'github', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'jekyll', 'json', 'lerna', 'nodejs', 'nodemon', 'npm', 'toml', 'travis', 'tsconfig', 'tslint', 'vscode', 'yaml', 'yarn']"
srs,"['appveyor', 'codecov', 'docker', 'eslint', 'github funding', 'github-action', 'golangci-lint', 'goreleaser', 'json', 'npm', 'renovate', 'travis', 'vscode', 'yaml']"
OpenHands,"['dependabot', 'devcontainer', 'django', 'docker', 'docker-compose', 'eslint', 'github issues', 'github-action', 'json', 'kubernetes', 'mypy', 'nodejs', 'npm', 'poetry', 'pre-commit', 'prettier', 'ruff', 'toml', 'tsconfig', 'vscode', 'yaml']"
nginx,"['github-action', 'nginx']"
robertdavidgraham_masscan,[]
darkreader,"['dependabot', 'github funding', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
ava,"['github issues', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
photoprism_photoprism,"['codecov', 'configparser', 'docker', 'docker-compose', 'github issues', 'github-action', 'json', 'mysql', 'npm', 'prettier', 'prometheus', 'swagger', 'yaml']"
spacemacs,"['circleci', 'github-action', 'yaml']"
bubbletea,"['dependabot', 'github issues', 'github-action', 'golangci-lint', 'goreleaser', 'yaml']"
just,"['cargo', 'clippy', 'dependabot', 'github', 'rustfmt', 'toml']"
discord.js,"['ansible-playbook', 'apify', 'biomejs', 'codecov', 'docker', 'eslint', 'github', 'github funding', 'github issues', 'github-action', 'jest', 'json', 'kodiak', 'npm', 'pnpm', 'prettier', 'toml', 'tsconfig', 'tsdoc', 'turborepo', 'vscode', 'yaml']"
Tasmota,"['configparser', 'django', 'github', 'github config', 'github issues', 'github-action', 'gitpod', 'json', 'vscode', 'yaml']"
unionlabs_union,"['biomejs', 'buf', 'bun', 'cargo', 'changesets', 'clippy', 'github-action', 'json', 'knip', 'npm', 'pnpm', 'rustfmt', 'taplo', 'toml', 'tsconfig', 'typos', 'vscode', 'yaml']"
chi,"['github funding', 'github-action', 'json']"
Umi-OCR,"['github issues', 'json']"
remix,"['ansible-playbook', 'changesets', 'deno', 'dependabot', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'toml', 'tsconfig', 'vscode', 'wrangler', 'yaml']"
Anuken_Mindustry,"['android', 'configparser', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'jitpack', 'json']"
hutool,"['github', 'github funding', 'maven', 'travis']"
go-zero,"['dependabot', 'docker', 'github', 'github funding', 'github-action', 'json', 'kubernetes', 'swagger', 'yaml']"
marked,"['dependabot', 'devcontainer', 'json', 'nodejs', 'npm', 'tsconfig', 'vercel']"
firefly-iii,"['crowdin', 'dependabot', 'github', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'sonar-qube', 'yaml']"
v,"['dependabot', 'docker', 'github', 'github funding', 'github issues', 'github-action', 'json', 'toml']"
dgtlmoon_changedetection.io,"['dependabot', 'docker', 'docker-compose', 'github funding', 'github-action', 'npm', 'pre-commit', 'ruff']"
fuel-core,"['cargo', 'cargo-make', 'clippy', 'cross', 'docker', 'docker-compose', 'fuel', 'github-action', 'json', 'rust', 'rustfmt', 'toml', 'typos']"
CopilotKit_CopilotKit,"['changesets', 'cspell', 'docker', 'firebase', 'github', 'github issues', 'github-action', 'json', 'kodiak', 'nodejs', 'npm', 'pnpm', 'poetry', 'renovate', 'tsconfig', 'turborepo', 'vscode', 'yaml']"
distroless,"['dependabot', 'github', 'github-action', 'json', 'pre-commit', 'travis', 'yaml']"
whisper,"['dependabot', 'github-action', 'json', 'poetry', 'pre-commit']"
flux,"['github', 'poetry']"
vitess,"['codeclimate', 'codecov', 'docker', 'github issues', 'github-action', 'golangci-lint', 'json', 'maven', 'nodejs', 'npm', 'sonar-qube', 'tsconfig', 'yaml', 'zookeeper']"
express,"['dependabot', 'eslint', 'github-action', 'npm']"
HanLP,"['github issues', 'maven']"
code-server,"['codecov', 'dependabot', 'docker', 'github', 'github issues', 'helm', 'json', 'kubernetes', 'nodejs', 'npm', 'prettier', 'renovate', 'tsconfig', 'yaml']"
homebridge,"['github', 'github funding', 'github-action', 'json', 'nodejs', 'nodemon', 'npm', 'tsconfig', 'vscode']"
docling,"['apify', 'codecov', 'django', 'docker', 'github', 'github issues', 'github-action', 'mkdocs', 'poetry', 'pre-commit']"
jhipster_generator-jhipster,"['angular', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'github', 'github funding', 'github-action', 'gradle-wrapper', 'json', 'maven', 'maven-wrapper', 'mysql', 'nodejs', 'npm', 'renovate', 'spring', 'toml', 'tsconfig', 'vscode', 'yaml']"
decaporg_decap-cms,"['cypress', 'github', 'github funding', 'github-action', 'json', 'kodiak', 'lerna', 'netlify', 'npm', 'renovate', 'tsconfig', 'yaml']"
trufflehog,"['docker', 'github-action', 'goreleaser', 'json', 'pre-commit', 'renovate', 'yaml']"
weui,"['nodejs', 'npm', 'travis']"
x64dbg,"['cmake', 'configparser', 'github funding', 'github issues', 'github-action', 'json', 'toml']"
Hyprland,"['github', 'github funding', 'github issues', 'github-action', 'json']"
yt-dlp,"['ansible-playbook', 'docker', 'github', 'github funding', 'github issues', 'github-action', 'json', 'poetry', 'pre-commit', 'yaml']"
appium,"['github', 'github issues', 'github-action', 'json', 'lerna', 'mkdocs', 'nodejs', 'npm', 'renovate', 'tsconfig', 'vscode', 'yaml']"
SnapKit,"['json', 'travis']"
elixir,"['dependabot', 'github', 'github issues', 'github-action', 'yaml']"
kuboard-press,"['devcontainer', 'docker', 'docker compose', 'json', 'kubernetes', 'nginx', 'nodejs', 'npm', 'pnpm', 'yaml']"
NginxProxyManager_nginx-proxy-manager,"['biomejs', 'configparser', 'docker', 'docker compose', 'docker-compose', 'github-action', 'json', 'nginx', 'nodemon', 'npm', 'swagger', 'tsconfig']"
zed-industries_zed,"['buf', 'cargo', 'clippy', 'github', 'github issues', 'github-action', 'json', 'lychee', 'npm', 'pnpm', 'poetry', 'pyright', 'renovate', 'rust', 'toml', 'tsconfig', 'typos', 'wrangler', 'yaml', 'zed']"
nocodb_nocodb,"['biomejs', 'crowdin', 'cspell', 'docker', 'docker-compose', 'eslint', 'github funding', 'github issues', 'github-action', 'helm', 'json', 'kubernetes', 'lerna', 'npm', 'pnpm', 'postgresql', 'renovate', 'tsconfig', 'yaml']"
nginx-proxy,"['dependabot', 'docker-compose', 'github issues', 'github-action', 'yaml']"
MediaCrawler,"['github-action', 'mypy', 'nodejs', 'npm', 'poetry']"
sweetalert2,"['github funding', 'github issues', 'github-action', 'json', 'npm', 'renovate', 'stylelint', 'vscode']"
go,"['ansible-playbook', 'docker', 'eslint', 'github issues', 'json', 'nodejs', 'npm', 'prettier', 'stylelint', 'tsconfig']"
k3s,"['codecov', 'dependabot', 'docker', 'docker-compose', 'drone', 'github', 'github-action', 'golangci-lint', 'helm', 'json', 'yaml']"
llm.c,['github-action']
Ehviewer_CN_SXJ,"['android', 'azure pipelines', 'github-action', 'gradle', 'gradle-wrapper', 'json']"
mem0,"['configparser', 'docker', 'docker compose', 'docker-compose', 'eslint', 'flyio', 'github issues', 'github-action', 'json', 'nodejs', 'nodemon', 'npm', 'pnpm', 'poetry', 'pre-commit', 'streamlit', 'tsconfig', 'yaml']"
Alamofire,"['github funding', 'github issues', 'github-action', 'jazzy', 'json', 'yaml']"
cloudreve,"['azure pipelines', 'docker', 'docker-compose', 'github', 'github funding', 'goreleaser', 'json']"
ComfyUI,"['configparser', 'django', 'github issues', 'github-action', 'json', 'poetry', 'yaml']"
openjdk_jdk,"['configparser', 'github', 'github-action', 'json', 'kafka', 'maven']"
nanoid,"['github funding', 'github-action', 'json', 'npm', 'pnpm']"
graphql-js,"['babel', 'codecov', 'cspell', 'deno', 'eslint', 'github-action', 'json', 'mocha', 'nodejs', 'npm', 'tsconfig', 'vercel']"
egui,"['cargo', 'clippy', 'github-action', 'lychee', 'toml', 'typos', 'vscode']"
deno,"['cargo', 'clippy', 'deno', 'devcontainer', 'docker', 'github', 'github issues', 'github-action', 'json', 'rust', 'rustfmt', 'toml']"
lutzroeder_netron,"['github-action', 'json', 'nodejs', 'npm', 'poetry', 'vscode']"
redisson,"['configparser', 'dependabot', 'github issues', 'github-action', 'json', 'maven', 'spring', 'yaml']"
gkd,"['android', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'toml']"
js-cookie,"['dependabot', 'devcontainer', 'docker', 'github-action', 'json', 'npm', 'vscode']"
pytorch-lightning,"['codecov', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'json', 'poetry', 'pre-commit', 'readthedocs', 'yaml']"
starship,"['cargo', 'clippy', 'codecov', 'crowdin', 'github funding', 'github issues', 'github-action', 'json', 'rustfmt', 'toml', 'typos']"
testify,"['dependabot', 'github-action', 'json']"
wekan_wekan,"['dependabot', 'devcontainer', 'docker', 'docker-compose', 'eslint', 'github', 'github funding', 'github-action', 'gitpod', 'json', 'nodejs', 'npm', 'snapscraft', 'travis', 'vscode', 'yaml']"
badges_shields,"['dependabot', 'devcontainer', 'docker', 'eslint', 'flyio', 'github', 'github funding', 'github issues', 'github-action', 'jsdoc', 'json', 'mocha', 'nodejs', 'npm', 'prettier', 'vscode', 'yaml']"
polars,"['cargo', 'clippy', 'codecov', 'dependabot', 'github', 'github funding', 'github issues', 'github-action', 'json', 'mkdocs', 'poetry', 'rust', 'rustfmt', 'typos']"
localstack,"['configparser', 'dependabot', 'docker', 'docker-compose', 'github', 'github funding', 'github issues', 'github-action', 'json', 'mypy', 'poetry', 'pre-commit', 'yaml']"
mpv,"['github issues', 'github-action', 'json', 'poetry', 'pre-commit', 'swiftlint']"
kit,"['changesets', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'renovate', 'tsconfig']"
terraform,"['codecov', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'vercel', 'yaml']"
pingora,"['cargo', 'clippy', 'docker', 'github', 'github-action', 'rustfmt', 'toml', 'yaml']"
guava,"['dependabot', 'github issues', 'github-action', 'json', 'maven', 'maven-wrapper']"
cadvisor,"['docker', 'github-action', 'golangci-lint', 'json', 'kubernetes', 'snapscraft', 'yaml']"
opentofu,"['ansible-playbook', 'codecov', 'devcontainer', 'docker', 'docker compose', 'docker-compose', 'github issues', 'github-action', 'golangci-lint', 'goreleaser', 'json', 'nodejs', 'npm', 'toml']"
autocomplete,"['dependabot', 'devcontainer', 'docker', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig', 'vscode']"
react-native-web,"['github', 'github issues', 'github-action', 'json', 'nodejs', 'npm']"
HikariCP,"['circleci', 'codecov', 'github-action', 'maven']"
flask,"['devcontainer', 'github', 'github issues', 'poetry', 'pre-commit', 'readthedocs']"
obsproject_obs-studio,"['cirrus', 'cmake', 'configparser', 'github', 'github funding', 'json', 'npm', 'toml']"
kivy,"['django', 'github', 'github config', 'github funding', 'github-action', 'json', 'poetry', 'readthedocs', 'renovate', 'yaml']"
jsoncrack.com,"['docker', 'docker-compose', 'eslint', 'github issues', 'github-action', 'json', 'nginx', 'npm', 'pnpm', 'tsconfig']"
DoKit,"['android', 'configparser', 'flutter', 'gradle', 'gradle-wrapper', 'json', 'lerna', 'nodejs', 'npm', 'yaml']"
vectordotdev_vector,"['buf', 'cargo', 'clippy', 'cross', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'json', 'kubernetes', 'npm', 'prettier', 'prometheus', 'rust', 'rustfmt', 'toml', 'tsconfig', 'yaml']"
tinygrad,"['cargo', 'docker', 'github', 'github-action', 'mkdocs', 'mypy', 'pre-commit', 'ruff', 'rustfmt']"
tmux,"['github funding', 'github issues', 'github-action', 'travis']"
nowinandroid,"['android', 'configparser', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'renovate', 'toml', 'yaml']"
backbone,"['bower', 'github funding', 'github issues', 'nodejs', 'npm']"
graphql,"['cspell', 'docker', 'docker-compose', 'eslint', 'github', 'github issues', 'github-action', 'gitpod', 'json', 'knip', 'lerna', 'netlify', 'npm', 'prettier', 'renovate', 'toml', 'tsconfig', 'vscode', 'yarn']"
KaTeX,"['codecov', 'dependabot', 'devcontainer', 'docker', 'github funding', 'github issues', 'github-action', 'gitpod', 'json', 'npm', 'renovate', 'tsconfig', 'vscode', 'yaml', 'yarn']"
Langchain-Chatchat,"['bun', 'django', 'docker', 'docker compose', 'github', 'github-action', 'json', 'netlify', 'npm', 'poetry', 'renovate', 'tsconfig', 'vercel']"
vulhub,"['configparser', 'django', 'docker', 'docker-compose', 'elasticsearch', 'github funding', 'github-action', 'json', 'log4j', 'maven', 'nginx', 'nodejs', 'npm', 'spring', 'toml', 'yaml', 'zookeeper']"
gradle,"['android', 'configparser', 'dependabot', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'maven', 'maven-wrapper', 'spring', 'toml', 'yaml']"
PostHog_posthog,"['apify', 'cargo', 'dependabot', 'devcontainer', 'django', 'docker', 'docker compose', 'docker-compose', 'eslint', 'github', 'github issues', 'github-action', 'json', 'mockery', 'mypy', 'nodejs', 'npm', 'oxc', 'pnpm', 'poetry', 'toml', 'tsconfig', 'turborepo', 'vscode', 'yaml']"
YesPlayMusic,"['docker', 'docker-compose', 'github', 'github-action', 'json', 'npm', 'yaml']"
bitcoin,"['appveyor', 'cargo', 'cirrus', 'cmake', 'github', 'github issues', 'github-action', 'travis', 'vcpkg']"
argoproj_argo-cd,"['codecov', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'golangci-lint', 'goreleaser', 'helm', 'json', 'kubernetes', 'mkdocs', 'mockery', 'npm', 'readthedocs', 'renovate', 'sonar-qube', 'spring', 'swagger', 'toml', 'tsconfig', 'yaml']"
jumpserver,"['ansible', 'ansible-playbook', 'django', 'docker', 'github', 'github issues', 'github-action', 'json', 'poetry', 'redis', 'yaml']"
redoc,"['configparser', 'docker', 'github', 'github-action', 'json', 'markdownlint', 'nginx', 'nodejs', 'npm', 'swagger', 'toml', 'tsconfig', 'tslint', 'yaml']"
dayjs,"['eslint', 'github funding', 'github-action', 'nodejs', 'npm']"
flink,"['angular', 'azure pipelines', 'configparser', 'django', 'github', 'github-action', 'json', 'log4j', 'maven', 'maven-wrapper', 'nodejs', 'npm', 'poetry', 'tox', 'tsconfig', 'yaml', 'zookeeper']"
gravitational_teleport,"['buf', 'cargo', 'cspell', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'golangci-lint', 'json', 'kubernetes', 'npm', 'pnpm', 'rust', 'toml', 'tsconfig', 'vscode', 'yaml']"
servers,"['docker', 'github-action', 'nodejs', 'npm', 'poetry', 'tsconfig']"
Budibase_budibase,"['babel', 'configparser', 'docker', 'docker compose', 'docker-compose', 'github', 'github issues', 'github-action', 'helm', 'json', 'kubernetes', 'lerna', 'log4j', 'nginx', 'nodemon', 'npm', 'prettier', 'redis', 'tsconfig', 'vscode', 'yaml']"
aider,"['django', 'docker', 'fuel', 'github issues', 'github-action', 'jekyll', 'json', 'poetry', 'pre-commit', 'yaml']"
FastGPT,"['docker', 'docker compose', 'docker-compose', 'eslint', 'github', 'github issues', 'github-action', 'helm', 'json', 'kubernetes', 'nodejs', 'npm', 'pnpm', 'toml', 'tsconfig', 'vscode', 'yaml']"
uv,"['cargo', 'clippy', 'docker', 'github issues', 'github-action', 'json', 'mkdocs', 'poetry', 'pre-commit', 'ruff', 'rust', 'rustfmt', 'toml', 'typos']"
diffusers,"['docker', 'github', 'github issues', 'github-action', 'poetry', 'typos']"
rembg,"['docker', 'docker-compose', 'github funding', 'github-action', 'markdownlint', 'poetry']"
helm,"['dependabot', 'github', 'github issues', 'github-action', 'golangci-lint']"
tesseract.js,"['babel', 'github funding', 'github-action', 'gitpod', 'nodejs', 'npm']"
framework,"['docker-compose', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'yaml']"
tabby,"['cargo', 'codecov', 'configparser', 'docker compose', 'docker-compose', 'eslint', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'npm', 'pnpm', 'poetry', 'prettier', 'rustfmt', 'toml', 'tsconfig', 'turborepo', 'vscode', 'yaml']"
curl,"['appveyor', 'circleci', 'dependabot', 'docker', 'github', 'github funding', 'github issues', 'github-action', 'renovate', 'reuse']"
acme.sh,"['docker', 'github funding', 'github-action']"
uni-app,"['apify', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig', 'vscode']"
excalidraw,"['crowdin', 'docker', 'docker-compose', 'eslint', 'firebase', 'github funding', 'github-action', 'json', 'npm', 'tsconfig', 'vercel']"
delta,"['cargo', 'dependabot', 'github-action', 'json', 'toml', 'yaml']"
quasarframework_quasar,"['android', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'npm', 'pnpm', 'prettier', 'tsconfig', 'vscode']"
vite,"['github issues', 'github-action', 'json', 'netlify', 'npm', 'pnpm', 'prettier', 'tsconfig', 'vscode']"
kubernetes_minikube,"['codecov', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'golangci-lint', 'json', 'markdownlint', 'netlify', 'nodejs', 'npm', 'sonar-qube', 'toml', 'yaml']"
trpc,"['codecov', 'github', 'github funding', 'github issues', 'github-action', 'json', 'kodiak', 'lerna', 'npm', 'pnpm', 'renovate', 'tsconfig', 'turborepo', 'vercel', 'vscode', 'yaml']"
xxl-job,"['configparser', 'docker', 'github funding', 'github-action', 'maven', 'spring']"
sway,"['cargo', 'clippy', 'devcontainer', 'docker', 'github issues', 'github-action', 'json', 'markdownlint', 'rustfmt', 'toml', 'typos', 'vscode']"
poetry,"['cirrus', 'dependabot', 'github', 'github issues', 'json', 'poetry', 'pre-commit']"
python-telegram-bot,"['codecov', 'dependabot', 'github', 'github issues', 'github-action', 'poetry', 'pre-commit', 'readthedocs', 'toml']"
validator.js,"['bower', 'eslint', 'github funding', 'github-action', 'json', 'npm']"
microsoft_semantic-kernel,"['cspell', 'dependabot', 'devcontainer', 'django', 'docker-compose', 'github', 'github-action', 'json', 'mypy', 'nodejs', 'npm', 'poetry', 'pre-commit', 'tsconfig', 'typos', 'vscode', 'yaml']"
v8,"['github', 'json', 'nodejs', 'npm', 'pyright', 'tsconfig', 'tslint']"
koa,"['codecov', 'dependabot', 'github funding', 'github-action', 'nodejs', 'npm']"
relay,"['cargo', 'clippy', 'crowdin', 'github', 'github-action', 'json', 'npm', 'rustfmt', 'tsconfig', 'vscode']"
black,"['dependabot', 'docker', 'github issues', 'github-action', 'json', 'poetry', 'pre-commit', 'prettier', 'readthedocs', 'tox', 'yaml']"
hosts,"['dependabot', 'docker', 'github', 'github config', 'github funding', 'github-action', 'json', 'npm']"
yoga,"['android', 'ansible-playbook', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'npm', 'tsconfig', 'vscode', 'yaml']"
fyne,"['android', 'github funding', 'github issues', 'github-action', 'json', 'toml']"
glide,"['android', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'renovate']"
refinedev_refine,"['biomejs', 'changesets', 'cypress', 'github', 'github funding', 'github issues', 'github-action', 'helm', 'json', 'kubernetes', 'lerna', 'netlify', 'npm', 'pnpm', 'tsconfig', 'typos', 'vscode', 'yaml']"
meilisearch,"['cargo', 'cross', 'dependabot', 'docker', 'github issues', 'github-action', 'json', 'rust', 'rustfmt', 'toml', 'yaml']"
highlight.js,"['dependabot', 'docker', 'github issues', 'github-action', 'mocha', 'nodejs', 'npm', 'readthedocs', 'tsconfig']"
teable,"['codeclimate', 'crowdin', 'docker', 'docker compose', 'docker-compose', 'eslint', 'github', 'github funding', 'github-action', 'gitpod', 'json', 'npm', 'pnpm', 'toml', 'tsconfig', 'vscode', 'yaml']"
Files,"['crowdin', 'dependabot', 'github funding', 'github issues', 'github-action', 'json']"
k9s,"['dependabot', 'docker', 'github funding', 'github-action', 'golangci-lint', 'goreleaser', 'helm', 'json', 'snapscraft', 'travis', 'yaml']"
Apollo-11,"['github', 'github-action', 'markdownlint', 'npm']"
apollo,"['configparser', 'docker', 'github', 'github funding', 'github-action', 'json', 'maven', 'maven-wrapper', 'spring', 'yaml']"
amark_gun,"['bower', 'docker', 'github funding', 'github-action', 'json', 'nodejs', 'npm', 'travis', 'tsconfig']"
hackathon-starter,"['docker', 'docker-compose', 'github-action', 'nodejs', 'npm']"
agentic,"['github', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig', 'turborepo', 'vscode', 'yaml']"
pulumi,"['biomejs', 'chart testing', 'codecov', 'devcontainer', 'django', 'docker', 'github', 'github-action', 'golangci-lint', 'goreleaser', 'json', 'npm', 'poetry', 'readthedocs', 'toml', 'tsconfig', 'vscode', 'yaml']"
grpc_grpc,"['dependabot', 'docker', 'github', 'json', 'rubocop', 'ruff', 'toml', 'yaml']"
timqian_chinese-independent-blogs,"['github funding', 'github-action', 'nodejs', 'npm']"
diagrams,"['dependabot', 'devcontainer', 'docker', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'pre-commit']"
OmniParser,"['docker', 'json', 'yaml']"
focalboard,"['cypress', 'dependabot', 'docker', 'docker-compose', 'eslint', 'github', 'github-action', 'gitpod', 'golangci-lint', 'json', 'nodejs', 'npm', 'prettier', 'stylelint', 'swagger', 'toml', 'tsconfig', 'tslint', 'vscode', 'yaml']"
mypy,"['configparser', 'docker', 'github issues', 'github-action', 'poetry', 'pre-commit', 'readthedocs', 'toml', 'tox', 'yaml']"
vscodium,"['dependabot', 'github-action', 'json', 'snapscraft', 'yaml']"
you-get,"['github-action', 'json']"
LightRAG,"['dependabot', 'docker', 'docker-compose', 'github', 'github issues', 'github-action', 'helm', 'json', 'kubernetes', 'npm', 'pre-commit', 'prettier', 'tsconfig', 'yaml']"
pytorch_pytorch,"['android', 'conda', 'configparser', 'dependabot', 'devcontainer', 'django', 'docker', 'flyio', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'mypy', 'poetry', 'toml', 'vscode', 'yaml']"
neon,"['ansible', 'cargo', 'clippy', 'configparser', 'docker', 'docker-compose', 'github', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'rust', 'rustfmt', 'toml', 'yaml']"
TriliumNext_trilium,"['ansible-playbook', 'configparser', 'docker', 'docker-compose', 'eslint', 'github', 'github funding', 'github issues', 'github-action', 'json', 'mkdocs', 'nginx', 'npm', 'pnpm', 'renovate', 'tsconfig', 'vscode', 'yaml']"
gitui,"['cargo', 'clippy', 'dependabot', 'github', 'github funding', 'github-action', 'rust', 'rustfmt', 'toml', 'typos', 'vscode']"
RxJava,"['codecov', 'dependabot', 'github-action', 'gitpod', 'gradle', 'gradle-wrapper']"
logseq,"['android', 'babel', 'docker', 'github', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'npm', 'stylelint', 'tsconfig', 'typos']"
pyenv,"['dependabot', 'docker', 'github funding', 'github-action']"
uppy,"['angular', 'biomejs', 'cypress', 'dependabot', 'docker', 'eslint', 'github issues', 'github-action', 'heroku', 'nodemon', 'npm', 'tsconfig', 'turborepo', 'vscode', 'yaml', 'yarn']"
SteamTools,"['crowdin', 'dependabot', 'github funding', 'github-action', 'json']"
pocketbase,"['github', 'goreleaser', 'nodejs', 'npm', 'yaml']"
IOPaint,"['github funding', 'github issues', 'json', 'nodejs', 'npm', 'tsconfig', 'yaml']"
AppFlowy-IO_AppFlowy,"['android', 'cargo', 'cargo-make', 'cspell', 'dependabot', 'docker', 'docker-compose', 'flutter', 'github', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'rust', 'rustfmt', 'toml', 'vscode', 'yaml']"
open-webui_open-webui,"['configparser', 'dependabot', 'django', 'docker', 'docker compose', 'github', 'github funding', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'tsconfig', 'yaml']"
ChatTTS,"['github-action', 'json']"
pixijs,"['github', 'github funding', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig', 'tsdoc', 'vscode']"
laravel,"['github-action', 'json', 'npm', 'yaml']"
mybatis-3,"['ansible-playbook', 'github', 'github issues', 'github-action', 'maven', 'maven-wrapper', 'renovate']"
