project,cluster,num_options,num_files
LocalAI,0,12,1
heroui,0,464,90
video.js,0,162,1
Perplexica,0,59,1
yazi,0,6,1
etherpad-lite,0,165,6
Karabiner-Elements,0,18,1
llvm-project,0,402,4
redux,0,135,14
sst,0,360,171
pyscript,0,80,2
fastify,0,85,1
maybe,0,10,1
JeecgBoot,0,166,1
lexical,0,1103,41
lerna,0,315,513
minio,0,4,1
incubator-seata,0,110,2
blueprint,0,271,22
components,0,252,30
ollama,0,72,1
novu,0,1112,54
source-code-hunter,0,5,1
zustand,0,124,3
autogen,0,46,1
llama.cpp,0,65,4
bagisto,0,26,4
query,0,374,91
create-t3-app,0,139,4
react-hook-form,0,116,2
TypeScript,0,87,1
monaco-editor,0,136,15
everyone-can-use-english,0,245,7
cal.com,0,779,144
unleashed-firmware,0,20,3
fullPage.js,0,51,4
v86,0,13,1
ionicons,0,60,1
guidance,0,100,2
rust,0,1017,3
react-scan,0,245,6
mantine,0,301,28
amis,0,391,11
ToolJet,0,702,83
joplin,0,759,34
srs,0,6,1
OpenHands,0,201,5
darkreader,0,88,2
ava,0,88,9
photoprism,0,132,1
discord.js,0,283,29
Tasmota,0,18,1
union,0,310,12
remix,0,386,42
marked,0,72,1
firefly-iii,0,51,3
v,0,13,1
changedetection.io,0,11,2
CopilotKit,0,400,60
distroless,0,8,2
vitess,0,84,1
express,0,61,1
code-server,0,108,1
homebridge,0,56,1
generator-jhipster,0,312,8
decap-cms,0,380,38
weui,0,34,1
appium,0,288,21
kuboard-press,0,34,1
nginx-proxy-manager,0,89,3
zed,0,375,2
nocodb,0,489,10
MediaCrawler,0,4,1
sweetalert2,0,49,1
go,1,15,1
mem0,0,226,11
nanoid,0,68,1
graphql-js,0,69,3
netron,0,34,1
js-cookie,0,52,3
starship,0,4,1
wekan,0,52,3
shields,0,203,4
kit,0,156,13
terraform,0,9,1
opentofu,0,21,1
autocomplete,0,54,1
react-native-web,0,125,6
obs-studio,3,5,2
jsoncrack.com,0,74,1
DoKit,0,80,6
vector,0,58,1
backbone,0,37,2
graphql,0,855,100
KaTeX,0,154,6
Langchain-Chatchat,0,171,2
vulhub,0,28,7
posthog,0,696,43
YesPlayMusic,0,104,1
argo-cd,0,118,1
redoc,0,156,1
dayjs,0,55,1
flink,0,65,1
teleport,0,198,7
servers,0,47,5
budibase,0,517,16
FastGPT,0,293,11
tesseract.js,0,68,1
framework,0,12,1
tabby,0,419,11
uni-app,0,627,84
excalidraw,0,203,10
quasar,0,430,35
vite,0,545,221
minikube,0,3,1
trpc,0,484,39
validator.js,0,47,1
semantic-kernel,0,31,3
v8,0,44,3
koa,0,47,1
relay,0,214,9
hosts,0,12,1
yoga,0,81,3
refine,0,754,253
highlight.js,0,63,1
teable,0,608,12
Apollo-11,3,3,1
gun,0,291,6
hackathon-starter,0,89,1
agentic,0,372,89
pulumi,0,67,1
chinese-independent-blogs,0,12,1
diagrams,0,9,1
focalboard,0,171,8
LightRAG,0,92,1
neon,0,3,1
trilium,0,457,23
logseq,0,444,18
uppy,0,441,75
pocketbase,0,32,1
IOPaint,0,75,1
open-webui,0,141,1
pixijs,0,218,2
laravel,0,11,1
django,0,12,1
xterm.js,0,103,14
diff-so-fancy,0,9,1
etcher,0,127,1
phaser,0,80,1
twenty,0,604,16
pdf.js,0,64,2
bootstrap,0,162,1
redash,0,209,2
eleventy,0,104,1
simple-icons,0,86,2
drawio-desktop,0,35,1
node-red,0,115,8
memos,0,70,1
react-redux,0,93,3
commander.js,0,48,1
RSSHub,0,209,1
core-js,0,112,10
sentry,0,344,3
pure,0,67,2
TDengine,0,6,1
matomo,0,309,12
uptime-kuma,0,217,6
electron,0,165,50
Sortable,0,33,1
react-bootstrap,0,131,2
flatbuffers,0,34,3
openzeppelin-contracts,0,82,3
payload,0,1257,78
MiniCPM-o,0,37,1
chroma,0,211,30
netdata,0,4,1
electron-react-boilerplate,0,157,2
eruda,0,69,1
delve,1,15,1
livewire,0,18,1
docsify,0,94,1
supabase,0,965,50
cube,0,592,69
langchain,0,66,1
tree-sitter,0,85,4
lighthouse,0,226,11
penpot,0,175,11
cobalt,0,77,5
Wox,0,37,2
glances,0,33,1
Sa-Token,0,34,3
siyuan,0,57,1
firecrawl,0,203,6
tailwindcss,0,282,28
directus,0,453,35
anime,0,34,1
automa,0,132,1
ace,0,64,4
brave-browser,0,34,1
selenium,0,87,3
ws,0,39,3
onlook,0,276,27
dev-sidecar,0,78,5
insomnia,0,266,5
SingleFile,0,12,1
bun,0,673,51
eslint,0,238,6
statsd,0,20,1
refined-github,0,144,1
FreeTube,0,104,1
leetcode,0,12,1
react-spring,0,224,56
invoke-ai_InvokeAI,0,140,2
Inquirer.js,0,101,21
godot,0,16,1
wg-easy,0,65,2
AgentGPT,0,102,2
vagrant,0,16,1
cypress,0,1134,55
leptos,0,80,15
gatsby,0,1128,272
taipy,0,112,5
alpine,0,32,16
opencv,0,11,2
asdf,0,8,1
MetaGPT,0,39,2
joi,0,59,3
hugo,0,16,2
vue2-elm,0,59,1
Chat2DB,0,109,2
ray,0,95,1
intro.js,0,93,2
daytona,0,272,5
youtube-music,0,161,1
RustPython,0,34,3
theia,0,581,93
github-readme-stats,0,53,1
recharts,0,139,1
svelte,0,142,4
next-auth,0,357,46
jest,0,610,304
react-admin,0,294,31
fullcalendar,0,116,20
tldraw,0,501,44
anki,0,82,1
nvm,0,32,1
compiler-explorer,0,149,2
heroicons,0,103,3
Babylon.js,0,356,83
OI-wiki,0,50,1
material-ui,0,538,46
deskreen,0,349,3
mlflow,0,287,6
pm2,0,62,10
gulp,0,32,1
pathway,0,40,1
svgo,0,75,1
mediapipe,0,33,3
styled-components,0,135,5
ntfy,0,49,1
dockge,0,91,1
astro,0,488,99
NextChat,0,87,1
monica,0,54,1
mocha,0,183,2
framework7,0,403,9
vue-vben-admin,0,372,43
xstate,0,287,77
floating-ui,0,198,12
khoj,0,137,4
mobx,0,153,7
Clash-for-Windows_Chinese,0,1491,217
nacos,0,68,1
daisyui,0,106,4
miaosha,0,9,3
lobe-chat,0,520,18
qwik,0,715,55
lit,0,1593,66
dioxus,0,67,2
Iosevka,0,72,14
ccxt,0,248,7
mdBook,6,4,1
consul,0,228,13
gpt4all,0,33,1
ant-design-pro,0,86,1
radare2,0,20,3
grpc-gateway,0,19,1
drizzle-orm,0,237,9
prefect,0,138,3
clash-verge-rev,0,100,1
tidb,0,21,1
qBittorrent,0,19,1
react-router,0,342,50
bilibili-API-collect,0,11,1
fabric,0,71,1
mdb-ui-kit,0,8,1
mitmproxy,0,54,1
cherry-studio,0,237,1
CasaOS,0,21,1
continue,0,602,25
headlessui,0,127,6
fonts,0,14,1
matplotlib,1,10,1
emscripten,0,24,1
hexo,0,68,1
upscayl,0,149,1
spark,0,8,2
Folo,0,566,26
yew,0,58,3
GSAP,0,15,1
hoppscotch,0,441,16
locust,0,84,2
dokploy,0,233,6
infisical,0,369,4
puter,0,211,27
nw.js,3,2,1
kestra,0,140,1
mdx,0,240,10
beekeeper-studio,0,314,7
carbon-lang,0,43,1
MagicMirror,0,89,1
kotlin,0,11,3
dolt,0,7,1
fabric.js,0,121,5
ignite,0,131,2
d2,0,29,1
ant-design-vue,0,274,1
solid,0,226,13
htmx,0,78,1
crawlee,0,248,31
hyperswitch,0,4,1
postcss,0,90,1
parse-server,0,147,3
esbuild,0,89,39
sharp,0,122,16
prisma,0,511,42
OpenAPI-Specification,0,20,1
lx-music-desktop,0,180,1
react-testing-library,0,68,1
ip2region,0,46,2
metabase,0,547,8
appsmith,0,580,15
angular,0,510,62
hello-algo,0,5,1
p5.js,0,91,1
motion,0,168,21
swr,0,124,28
plane,0,237,21
mongoose,0,127,10
signoz,0,235,1
bulletproof-react,0,119,4
hhvm,0,57,5
zx,0,130,1
dash,0,255,11
graphql-engine,0,528,32
simdjson,0,7,1
vant-weapp,0,53,2
wechaty,0,105,1
mindsdb,4,2,1
jotai,0,176,9
gitbook,0,166,11
retrofit,0,12,1
ember.js,0,450,33
searxng,0,41,2
keycloak,0,169,8
n,0,16,1
Flowise,0,437,6
anything-llm,0,169,4
NativeScript,0,230,22
wails,0,80,31
langflow,0,176,4
fx,0,8,1
openui,0,143,1
screenshot-to-code,0,74,2
gpt-researcher,0,119,5
oh-my-posh,0,32,2
ant-design,0,313,1
zod,0,174,7
yup,0,76,1
slate,0,156,9
playwright,0,233,31
sequelize,0,239,13
ai-hedge-fund,0,47,1
typeorm,0,227,3
dub,0,281,12
wiki,0,347,1
lottie-ios,0,9,1
ruff,0,60,5
traefik,0,75,1
ml-agents,8,11,2
WordPress,0,68,3
AFFiNE,0,1125,109
reveal.js,0,65,1
handsontable,0,505,55
litellm,0,102,5
OpenBB,0,100,3
tabler-icons,0,184,13
swiper,0,197,2
spring-framework,2,7,1
ente,0,159,30
remotion,0,2441,100
